,,weekly_pre_median,weekly_post_median,diff_weekly_median,rel_change_max_within1month,rel_change_max_time_within1month
Kinshasa,Chinese,4.0601334246612325e-06,5.702854345109995e-06,1.6427209204487623e-06,-6.837598241694409,2022-03-14
Kinshasa,Persian,2.870592652745094e-06,3.595251907324335e-06,7.246592545792412e-07,17.12417506788664,2022-03-14
Kinshasa,Portuguese,6.5883009707413165e-06,7.872017657807796e-06,1.2837166870664795e-06,39.99566601323345,2022-03-07
Kinshasa,Arabic,5.294676993575346e-06,6.688419957462325e-06,1.393742963886979e-06,483.5710284585912,2022-03-21
Kinshasa,Turkish,5.409041518626818e-06,6.724752421380152e-06,1.315710902753334e-06,80.11929731918768,2022-03-21
Kinshasa,Indonesian,1.7907629314162421e-06,2.3901505044642414e-06,5.993875730479993e-07,68.94825608864569,2022-02-28
Kinshasa,Dutch; Flemish,1.2873217458372619e-05,1.554435672012982e-05,2.6711392617572014e-06,56.21070900273004,2022-03-14
Lima,English,5.082488907106443e-06,6.0236975303339704e-06,9.412086232275275e-07,33.14425608774771,2022-03-21
Lima,Polish,1.0583301602697842e-05,1.3583386692489565e-05,3.0000850897917224e-06,16.83089040724084,2022-03-21
Lima,Russian,5.79978233306482e-06,6.485604760504217e-06,6.858224274393971e-07,6.32859137393933,2022-03-21
Lima,Ukrainian,5.075638313767174e-06,4.7694047582938824e-06,-3.0623355547329193e-07,-40.81806171621996,2022-03-14
Lima,Lithuanian,1.6792538739187404e-05,2.3337946664314976e-05,6.5454079251275715e-06,71.74260470865342,2022-03-21
Lima,German,7.559518319654237e-06,9.981730070402765e-06,2.422211750748528e-06,19.812433106876327,2022-03-07
Lima,Japanese,3.1720133995435803e-06,2.6756116133042796e-06,-4.964017862393007e-07,-2.203840841006832,2022-03-14
Lima,Spanish; Castilian,4.565344299036709e-05,5.447536122944258e-05,8.82191823907549e-06,30.19318580715065,2022-03-14
Lima,French,6.987421554891926e-06,7.480351043258936e-06,4.929294883670103e-07,27.21770332475968,2022-03-07
Lima,Italian,8.97458775814662e-06,1.2477700309567307e-05,3.5031125514206864e-06,30.011229856400035,2022-02-28
Lima,Chinese,4.009936622951674e-06,6.083823017238279e-06,2.0738863942866048e-06,127.3598083408937,2022-03-14
Lima,Persian,4.17980421385934e-06,4.492810118599055e-06,3.130059047397152e-07,183.3578277760025,2022-03-14
Lima,Portuguese,1.3455394242811895e-05,2.043151195281654e-05,6.976117710004645e-06,125.30069241626424,2022-03-21
Lima,Arabic,4.45598510271531e-06,5.568800317912469e-06,1.1128152151971592e-06,58.58085934574875,2022-03-07
Lima,Turkish,4.318551699330611e-06,5.480699680896173e-06,1.162147981565562e-06,37.11731450622244,2022-02-28
Lima,Indonesian,5.271327368414594e-06,8.306821814144959e-06,3.0354944457303652e-06,2.0355420792657952,2022-03-14
Lima,Dutch; Flemish,8.494213159008162e-06,1.1671227043569379e-05,3.177013884561217e-06,48.377956727515325,2022-03-21
Tokyo,English,2.480669462846572e-05,2.8784593755826567e-05,3.977899127360848e-06,15.500035058107088,2022-03-21
Tokyo,Polish,5.570461470893131e-05,5.725377552167623e-05,1.549160812744924e-06,6.155339193269849,2022-03-14
Tokyo,Russian,3.411693418645532e-05,3.405456768771466e-05,-6.236649874065815e-08,-11.252619526135621,2022-03-21
Tokyo,Ukrainian,2.522027768470583e-05,2.6937399979058927e-05,1.7171222943530982e-06,-16.413514410012418,2022-03-21
Tokyo,Lithuanian,9.022486236307277e-05,9.498630981576636e-05,4.761447452693594e-06,33.48376048734028,2022-03-21
Tokyo,German,3.425477858736418e-06,4.039426705819238e-06,6.139488470828199e-07,27.781049672377222,2022-03-21
Tokyo,Japanese,9.890056224744212e-05,9.157211928610115e-05,-7.328442961340969e-06,-8.984078979581955,2022-03-21
Tokyo,Spanish; Castilian,3.2968941142776166e-05,3.6332650396230475e-05,3.3637092534543087e-06,4.987409128890841,2022-03-21
Tokyo,French,3.4132197026538264e-05,3.1154374395437504e-05,-2.97782263110076e-06,21.154312590559332,2022-03-21
Tokyo,Italian,3.061313292288995e-05,3.327648144282252e-05,2.6633485199325705e-06,1.8146966713420198,2022-03-07
Tokyo,Chinese,3.207250771398835e-05,4.948811067821877e-05,1.741560296423042e-05,6.705578975391302,2022-03-14
Tokyo,Persian,3.21515232362238e-05,3.39455288139804e-05,1.7940055777565964e-06,-11.937436465495988,2022-03-21
Tokyo,Portuguese,3.513441820308802e-05,4.132056011960355e-05,6.186141916515531e-06,12.011276736636201,2022-03-21
Tokyo,Arabic,2.2496820609392232e-05,2.5961105680901212e-05,3.46428507150898e-06,20.17757018048345,2022-02-28
Tokyo,Turkish,3.959430558903342e-05,4.799557905950998e-05,8.40127347047656e-06,20.04246173862345,2022-03-07
Tokyo,Indonesian,3.523003007763818e-05,4.4583861105118454e-05,9.353831027480273e-06,42.366194150085775,2022-03-21
Tokyo,Dutch; Flemish,3.26166468642572e-05,3.400177346977766e-05,1.3851266055204614e-06,125.12692925451691,2022-02-28
