,,weekly_pre_median,weekly_post_median,diff_weekly_median,rel_change_max_within1month,rel_change_max_time_within1month
Augsburg,English,2.3391252551625414e-06,2.709682538085248e-06,3.705572829227066e-07,14.585373216650432,2022-03-07
Augsburg,Polish,7.836163770533741e-06,9.711082479611491e-06,1.8749187090777505e-06,11.620122994711334,2022-03-21
Augsburg,Russian,3.7723488699737775e-06,5.236667934159339e-06,1.4643190641855614e-06,104.20141650803112,2022-03-14
Augsburg,Ukrainian,3.5212881032345394e-06,9.381957498766842e-06,5.860669395532302e-06,386.69054178638345,2022-03-21
Augsburg,Lithuanian,7.162775583078207e-06,8.90863531104562e-06,1.745859727967413e-06,46.53660053499531,2022-03-21
Augsburg,German,2.9801938930950274e-05,3.4991113829798456e-05,5.189174898848182e-06,1.027666397129412,2022-03-14
Augsburg,Japanese,1.342956776758523e-06,1.495093174177723e-06,1.5213639741919998e-07,18.707601660194783,2022-03-14
Augsburg,Spanish; Castilian,2.790232161571614e-06,3.6026814631101973e-06,8.124493015385834e-07,31.08696463014762,2022-03-14
Augsburg,French,3.3095304113865813e-06,4.005892524683303e-06,6.963621132967215e-07,32.54065931124204,2022-03-14
Augsburg,Italian,6.804350765620528e-06,9.188625826428322e-06,2.384275060807794e-06,39.46842344356518,2022-03-14
Augsburg,Chinese,1.568772651842779e-06,2.167283215512556e-06,5.985105636697769e-07,71.57028658168055,2022-03-14
Augsburg,Persian,1.2885308465534195e-06,1.7175732645520087e-06,4.2904241799858923e-07,92.23477507916363,2022-03-14
Augsburg,Portuguese,2.2029157246071185e-06,3.391498663355256e-06,1.1885829387481377e-06,42.711858078358404,2022-03-21
Augsburg,Arabic,1.667228411492779e-06,2.102584196613437e-06,4.3535578512065827e-07,35.865942298131955,2022-03-07
Augsburg,Turkish,4.623478530891368e-06,5.994535223879466e-06,1.3710566929880981e-06,80.37011875221731,2022-03-21
Augsburg,Indonesian,5.83850395823093e-07,9.276595096275787e-07,3.4380911380448565e-07,64.18063613042861,2022-03-07
Augsburg,Dutch; Flemish,6.441725201371014e-06,1.0971019348581951e-05,4.5292941472109375e-06,64.34472923588731,2022-03-21
Berlin,English,1.7382760700934946e-05,2.070883612752557e-05,3.326075426590624e-06,34.93147196081572,2022-02-28
Berlin,Polish,7.313870755180271e-05,8.56868642368199e-05,1.254815668501719e-05,18.148847169873683,2022-03-21
Berlin,Russian,3.4381046013043224e-05,3.9364736749732834e-05,4.98369073668961e-06,27.859659888010825,2022-03-14
Berlin,Ukrainian,4.177233379934502e-05,6.094108736955397e-05,1.916875357020895e-05,43.34243469165775,2022-03-07
Berlin,Lithuanian,9.880785115560829e-05,0.00013289634811481163,3.408849695920334e-05,85.54190357043841,2022-03-14
Berlin,German,0.00014355514376610188,0.0001508385058055239,7.283362039422033e-06,-2.6755632502130644,2022-03-21
Berlin,Japanese,1.0044799060668853e-05,1.088526797080138e-05,8.404689101325267e-07,73.69594359558292,2022-02-28
Berlin,Spanish; Castilian,2.459443634118827e-05,2.981941908395806e-05,5.2249827427697906e-06,23.16379568360052,2022-03-21
Berlin,French,2.434070674869427e-05,2.5162544953221967e-05,8.21838204527696e-07,12.954980511134483,2022-03-21
Berlin,Italian,3.1835748895543895e-05,3.766893712664601e-05,5.833188231102115e-06,27.989205678068952,2022-03-07
Berlin,Chinese,1.538550382708702e-05,1.8866412672640704e-05,3.480908845553683e-06,61.30039310818254,2022-02-28
Berlin,Persian,2.8070201918395826e-05,3.429931942879134e-05,6.229117510395512e-06,50.37876504014675,2022-02-28
Berlin,Portuguese,2.4632957815930092e-05,3.29451519511794e-05,8.312194135249307e-06,56.50511355795527,2022-03-21
Berlin,Arabic,2.49751859910813e-05,2.815563591585367e-05,3.180449924772369e-06,42.300696517867365,2022-02-28
Berlin,Turkish,4.811736825178622e-05,5.9845091856896825e-05,1.1727723605110603e-05,51.40146907293111,2022-03-21
Berlin,Indonesian,1.616067756231519e-05,1.9172318843269853e-05,3.0116412809546645e-06,60.752806931441384,2022-02-28
Berlin,Dutch; Flemish,6.0846461771192525e-05,8.204818511339896e-05,2.1201723342206434e-05,74.13082874909318,2022-03-14
Bielefeld,English,1.3967541787396333e-06,1.48272726547398e-06,8.597308673434675e-08,2.445050532954207,2022-03-14
Bielefeld,Polish,6.247806052344798e-06,7.761077397748411e-06,1.513271345403613e-06,25.056308278274297,2022-03-21
Bielefeld,Russian,2.2165614947213654e-06,3.2760322619104597e-06,1.0594707671890943e-06,151.6268229036203,2022-03-14
Bielefeld,Ukrainian,2.310758401781622e-06,7.471813135760781e-06,5.1610547339791595e-06,562.8261664328841,2022-03-21
Bielefeld,Lithuanian,5.5967394257142625e-06,6.280262848823791e-06,6.835234231095284e-07,169.47752661420816,2022-03-14
Bielefeld,German,2.584834164018647e-05,2.751407267693036e-05,1.6657310367438875e-06,-1.5554005052359265,2022-03-07
Bielefeld,Japanese,8.886576895716737e-07,6.873858440146629e-07,-2.012718455570108e-07,27.327147905521688,2022-02-28
Bielefeld,Spanish; Castilian,1.1605036796248872e-06,1.2041337306463279e-06,4.363005102144068e-08,30.56259812027793,2022-02-28
Bielefeld,French,1.8254829200972434e-06,1.9025009926281217e-06,7.70180725308783e-08,92.86504116498591,2022-03-21
Bielefeld,Italian,2.410826290226347e-06,2.204032909075314e-06,-2.0679338115103264e-07,24.999841846005722,2022-03-21
Bielefeld,Chinese,7.622145047618659e-07,1.0298355281869681e-06,2.6762102342510224e-07,137.19808951865363,2022-03-14
Bielefeld,Persian,1.0121863794343024e-06,1.3469073018614781e-06,3.347209224271757e-07,58.388325022624365,2022-02-28
Bielefeld,Portuguese,1.196361644904876e-06,1.3969279074867185e-06,2.0056626258184244e-07,36.431787162073135,2022-03-14
Bielefeld,Arabic,1.3694900467433217e-06,1.9000915350211414e-06,5.306014882778198e-07,88.98740284329374,2022-03-21
Bielefeld,Turkish,4.838453217976175e-06,5.444761725925451e-06,6.063085079492758e-07,41.94897246820093,2022-03-21
Bielefeld,Indonesian,2.2841254294196594e-07,4.0219260243755646e-07,1.7378005949559052e-07,167.3120523071231,2022-03-21
Bielefeld,Dutch; Flemish,8.66412976055478e-06,1.1947042318598142e-05,3.2829125580433625e-06,28.004272637478866,2022-03-07
Bochum,English,1.0672069751111306e-06,1.2652020563209848e-06,1.979950812098542e-07,49.35590683236111,2022-03-14
Bochum,Polish,4.912213953226524e-06,6.03603157422634e-06,1.1238176209998158e-06,34.72847113601012,2022-03-14
Bochum,Russian,1.930154406373739e-06,3.4265414011007934e-06,1.4963869947270544e-06,148.572514713348,2022-03-14
Bochum,Ukrainian,1.6187332764618376e-06,6.773653800699758e-06,5.1549205242379204e-06,877.4025818347072,2022-03-07
Bochum,Lithuanian,3.975597780821318e-06,4.083028515482048e-06,1.0743073466072966e-07,4.796815905525409,2022-03-14
Bochum,German,1.875861725587559e-05,2.0569924554182344e-05,1.8113072983067554e-06,12.871416472028475,2022-02-28
Bochum,Japanese,3.700403506410437e-07,5.196968715229535e-07,1.4965652088190985e-07,55.299456865830706,2022-03-14
Bochum,Spanish; Castilian,1.1508079493810333e-06,1.5660975954989604e-06,4.152896461179271e-07,109.61794474411093,2022-03-14
Bochum,French,1.8575032045292999e-06,2.0127873132968296e-06,1.5528410876752977e-07,61.04509484689322,2022-03-14
Bochum,Italian,2.2805453485257324e-06,2.68866606428869e-06,4.0812071576295755e-07,69.90050876723637,2022-03-14
Bochum,Chinese,7.592251404333378e-07,1.026424698857593e-06,2.6719955842425513e-07,102.03832386839164,2022-03-14
Bochum,Persian,3.1723999658153214e-06,3.827217176508786e-06,6.548172106934642e-07,72.73177105967177,2022-03-21
Bochum,Portuguese,1.1175421764965546e-06,1.6424117987037556e-06,5.24869622207201e-07,87.53123858083498,2022-03-14
Bochum,Arabic,2.7302440112149323e-06,4.086388850023667e-06,1.356144838808735e-06,63.01735128798989,2022-03-14
Bochum,Turkish,3.1080913734984872e-06,3.981715217337943e-06,8.73623843839456e-07,44.75026529991588,2022-03-14
Bochum,Indonesian,3.572187661306599e-07,5.38076406223396e-07,1.808576400927361e-07,100.48403923034232,2022-03-21
Bochum,Dutch; Flemish,5.165328318684205e-06,7.789716068719837e-06,2.6243877500356318e-06,52.548196759945974,2022-03-14
Bonn,English,4.6168759419214775e-06,5.224896132588009e-06,6.080201906665316e-07,25.617838715925334,2022-03-14
Bonn,Polish,1.2944284736405647e-05,1.641350483733715e-05,3.4692201009315027e-06,25.569465633904677,2022-03-07
Bonn,Russian,6.792468562238436e-06,8.869598891757017e-06,2.077130329518581e-06,78.49706689417815,2022-03-21
Bonn,Ukrainian,6.742153041457269e-06,1.2507264135513453e-05,5.765111094056184e-06,206.74213409363,2022-03-21
Bonn,Lithuanian,1.7604851192794688e-05,2.5018719294495023e-05,7.413868101700335e-06,79.65168440947213,2022-03-14
Bonn,German,3.125205557908671e-05,3.293410482320534e-05,1.6820492441186317e-06,-12.465464400880212,2022-03-21
Bonn,Japanese,4.053129196669718e-06,4.079154311157952e-06,2.6025114488233695e-08,73.38090701115773,2022-02-28
Bonn,Spanish; Castilian,5.422795396799096e-06,6.713560637130721e-06,1.290765240331625e-06,43.55513779846669,2022-03-07
Bonn,French,5.815352639011794e-06,6.418760394594945e-06,6.034077555831511e-07,25.744023396379802,2022-03-21
Bonn,Italian,7.037378029850459e-06,8.384208983197595e-06,1.3468309533471365e-06,50.64911562730139,2022-02-28
Bonn,Chinese,4.475875800155571e-06,5.951367120448131e-06,1.4754913202925596e-06,42.32455558834409,2022-03-14
Bonn,Persian,7.481171631481794e-06,1.1208655150286246e-05,3.7274835188044518e-06,66.90357528429575,2022-02-28
Bonn,Portuguese,5.298529140085221e-06,7.576398659637896e-06,2.2778695195526745e-06,98.28499471761016,2022-03-21
Bonn,Arabic,5.862457046152262e-06,7.4496147186151755e-06,1.5871576724629133e-06,67.77157157563857,2022-02-28
Bonn,Turkish,1.3936959953533546e-05,1.5242953470737179e-05,1.3059935172036335e-06,57.43510010041781,2022-03-21
Bonn,Indonesian,2.6879033667616557e-06,3.3261746162870644e-06,6.382712495254087e-07,200.72605884551348,2022-03-21
Bonn,Dutch; Flemish,1.5817910328407834e-05,2.3174636107049506e-05,7.356725778641673e-06,36.0507752960888,2022-03-14
Braunschweig,English,1.8117638181122583e-06,1.9174118650217508e-06,1.0564804690949242e-07,4.505343202618395,2022-03-21
Braunschweig,Polish,7.105498494141855e-06,9.984078388152792e-06,2.878579894010937e-06,14.201474404173853,2022-03-21
Braunschweig,Russian,2.7643952132609125e-06,4.390539133962441e-06,1.6261439207015288e-06,100.48354257275611,2022-03-14
Braunschweig,Ukrainian,2.226023652280414e-06,5.5018369373762334e-06,3.2758132850958196e-06,321.73225314795593,2022-03-21
Braunschweig,Lithuanian,3.7654119656544224e-06,6.001469507883019e-06,2.2360575422285964e-06,169.47752661420822,2022-03-14
Braunschweig,German,2.220549708931294e-05,2.5063755909420894e-05,2.858258820107953e-06,-4.190336442731302,2022-03-21
Braunschweig,Japanese,9.032564165136341e-07,1.0471106501975075e-06,1.4385423368387345e-07,8.30460647368676,2022-02-28
Braunschweig,Spanish; Castilian,1.6613583623918127e-06,2.170367368906798e-06,5.090090065149854e-07,60.0541814576417,2022-03-21
Braunschweig,French,2.2292218423381195e-06,2.326473469972376e-06,9.725162763425644e-08,21.54412826941443,2022-03-21
Braunschweig,Italian,2.5191626697745303e-06,2.9318145972943536e-06,4.1265192751982336e-07,4.171659704063035,2022-03-14
Braunschweig,Chinese,1.669031902054282e-06,2.0854333107541104e-06,4.1640140869982833e-07,65.3352021566074,2022-03-14
Braunschweig,Persian,1.20084888687539e-06,1.543840468684468e-06,3.4299158180907803e-07,76.57120081345401,2022-03-14
Braunschweig,Portuguese,1.7313785761408068e-06,2.272178234681026e-06,5.407996585402192e-07,5.368906273483143,2022-03-07
Braunschweig,Arabic,1.7407122956456368e-06,2.1385186150259372e-06,3.978063193803004e-07,73.26260195291918,2022-03-14
Braunschweig,Turkish,3.041264582143372e-06,4.143019294634071e-06,1.1017547124906991e-06,94.23811051350248,2022-03-21
Braunschweig,Indonesian,7.181030353666168e-07,8.869993533197077e-07,1.6889631795309097e-07,55.77988270063112,2022-03-14
Braunschweig,Dutch; Flemish,7.628966630285763e-06,1.1681422110684546e-05,4.052455480398783e-06,85.95521399262695,2022-03-21
Bremen,English,3.261185447887178e-06,3.6879927099146726e-06,4.2680726202749444e-07,3.269642694201913,2022-03-21
Bremen,Polish,1.3802897610207394e-05,1.7966167359449067e-05,4.163269749241674e-06,-3.1933136625347136,2022-03-14
Bremen,Russian,5.597677798276587e-06,8.661636948570587e-06,3.063959150294e-06,84.54003486827848,2022-03-21
Bremen,Ukrainian,6.058108097479848e-06,1.4725938202696744e-05,8.667830105216895e-06,242.78414469660962,2022-03-07
Bremen,Lithuanian,2.2054555798833046e-05,3.282379088406087e-05,1.0769235085227826e-05,99.12639097089956,2022-03-21
Bremen,German,3.942561408855111e-05,3.921943234756708e-05,-2.0618174098402874e-07,-1.210924410953762,2022-03-21
Bremen,Japanese,2.6517265585096067e-06,2.983833091268256e-06,3.3210653275864945e-07,22.005399540219848,2022-02-28
Bremen,Spanish; Castilian,3.899014374248543e-06,5.099404448189145e-06,1.2003900739406016e-06,19.789277163619467,2022-03-21
Bremen,French,5.111310888053841e-06,5.852826813737173e-06,7.415159256833316e-07,8.32315549541567,2022-03-21
Bremen,Italian,6.0662821010410074e-06,7.779928257713413e-06,1.7136461566724054e-06,26.43470796859091,2022-03-21
Bremen,Chinese,3.9747943592958415e-06,5.457118126231487e-06,1.4823237669356455e-06,77.6931338895468,2022-03-14
Bremen,Persian,4.7072261545149065e-06,5.707477174182754e-06,1.0002510196678472e-06,-3.988888894634446,2022-03-07
Bremen,Portuguese,3.4289840842436863e-06,5.023130492276691e-06,1.594146408033005e-06,55.539968218702796,2022-03-21
Bremen,Arabic,3.886835447884971e-06,5.378168685013772e-06,1.4913332371288013e-06,45.28982774684438,2022-03-21
Bremen,Turkish,9.207754516170947e-06,1.4039914097127341e-05,4.832159580956394e-06,60.82080117784614,2022-03-21
Bremen,Indonesian,9.19587489400477e-07,1.4388075216291445e-06,5.192200322286675e-07,121.5821358701084,2022-02-28
Bremen,Dutch; Flemish,1.5033914632170848e-05,2.3581560144039906e-05,8.547645511869058e-06,67.79734959798577,2022-03-21
Chemnitz,English,1.5315701246541624e-06,1.8528895331627569e-06,3.2131940850859447e-07,42.605444883050225,2022-02-28
Chemnitz,Polish,9.642489570912325e-06,1.2481284840574738e-05,2.8387952696624123e-06,21.59325036762891,2022-02-28
Chemnitz,Russian,3.834608116420502e-06,6.432101465002674e-06,2.597493348582172e-06,180.68090763115725,2022-03-21
Chemnitz,Ukrainian,3.4585746082142405e-06,8.781924657481675e-06,5.323350049267435e-06,790.3174461366465,2022-03-07
Chemnitz,Lithuanian,5.228857278994177e-06,7.288845073640486e-06,2.059987794646309e-06,716.4182029806883,2022-03-21
Chemnitz,German,2.995447421373045e-05,3.3025473256688114e-05,3.0709990429576644e-06,-4.222661957022944,2022-03-21
Chemnitz,Japanese,3.7330795093434095e-07,3.8874467744970387e-07,1.5436726515362923e-08,29.88313149746553,2022-03-21
Chemnitz,Spanish; Castilian,1.0383489764948829e-06,1.2941349443231521e-06,2.5578596782826923e-07,42.61874779170749,2022-03-14
Chemnitz,French,1.758529440807183e-06,1.935715438289725e-06,1.7718599748254186e-07,78.6189041067482,2022-03-21
Chemnitz,Italian,2.4500348459756743e-06,3.0062759836002018e-06,5.562411376245275e-07,58.25229869299851,2022-02-28
Chemnitz,Chinese,8.431280541355661e-07,1.1232967806596537e-06,2.801687265240876e-07,52.42946568858435,2022-03-07
Chemnitz,Persian,9.240531319000178e-07,1.2231099370624256e-06,2.990568051624078e-07,49.67118925325167,2022-03-21
Chemnitz,Portuguese,7.938453388795001e-07,1.2215856682368107e-06,4.277403293573106e-07,166.95512275834096,2022-03-21
Chemnitz,Arabic,1.1169216055243663e-06,1.5455965127008102e-06,4.286749071764439e-07,36.20813171277666,2022-03-14
Chemnitz,Turkish,1.5298318385307212e-06,2.2465710305036203e-06,7.167391919728991e-07,122.95611072383213,2022-03-21
Chemnitz,Indonesian,3.190912621218782e-07,5.053571355289957e-07,1.862658734071175e-07,168.04290629448596,2022-02-28
Chemnitz,Dutch; Flemish,6.514696340607368e-06,8.706127301733205e-06,2.1914309611258376e-06,49.213473736476956,2022-03-14
Cologne,English,8.193742490309754e-06,1.1538611824605936e-05,3.344869334296182e-06,22.80124236784222,2022-03-07
Cologne,Polish,2.3200220006302674e-05,3.2421548062623036e-05,9.221328056320362e-06,24.681082135969955,2022-03-21
Cologne,Russian,1.211895367938896e-05,1.7700220778658518e-05,5.581267099269558e-06,68.02296364219622,2022-03-14
Cologne,Ukrainian,1.582694065722585e-05,2.9509190023956194e-05,1.3682249366730345e-05,331.47391603005644,2022-03-07
Cologne,Lithuanian,3.6594065475824024e-05,5.290650122163447e-05,1.6312435745810442e-05,80.2769606581791,2022-03-21
Cologne,German,5.52630688662082e-05,5.7771343975004336e-05,2.508275108796133e-06,-1.5778718035843853,2022-03-21
Cologne,Japanese,4.660595010622057e-06,5.5862605130752474e-06,9.256655024531905e-07,17.36689877663027,2022-02-28
Cologne,Spanish; Castilian,9.766606411267005e-06,1.4492092521150935e-05,4.72548610988393e-06,38.35507314329165,2022-03-14
Cologne,French,1.2635178941127417e-05,1.5044747419351826e-05,2.4095684782244095e-06,25.072050160504578,2022-02-28
Cologne,Italian,1.3836846290891773e-05,1.8283937496423212e-05,4.447091205531439e-06,44.18449284283093,2022-03-21
Cologne,Chinese,6.2298623937641115e-06,9.328017022244463e-06,3.098154628480352e-06,44.402925767625746,2022-03-21
Cologne,Persian,1.2185950676931486e-05,1.4290389702952105e-05,2.1044390260206198e-06,45.630888555287676,2022-03-07
Cologne,Portuguese,9.353440064742696e-06,1.6022220440775812e-05,6.668780376033116e-06,43.68275602074778,2022-03-14
Cologne,Arabic,8.704201932548782e-06,1.2940304786248275e-05,4.236102853699493e-06,56.426895623628795,2022-02-28
Cologne,Turkish,2.043043231290391e-05,2.653671633719505e-05,6.106284024291142e-06,68.48269592944291,2022-03-21
Cologne,Indonesian,2.7887675878275873e-06,5.4934042394787214e-06,2.704636651651134e-06,100.91143967298405,2022-02-28
Cologne,Dutch; Flemish,3.4669275407566174e-05,5.547707127612633e-05,2.0807795868560155e-05,68.87726484903595,2022-03-14
Dortmund,English,2.7845752562904336e-06,3.490811094545849e-06,7.062358382554155e-07,7.908992249618252,2022-03-21
Dortmund,Polish,1.0835609392668397e-05,1.4780130058838947e-05,3.9445206661705495e-06,21.26483872145446,2022-03-21
Dortmund,Russian,4.809132688002644e-06,7.195576469456922e-06,2.386443781454278e-06,82.93192730333622,2022-03-14
Dortmund,Ukrainian,5.592401358992775e-06,1.1395560908432851e-05,5.803159549440076e-06,454.9425198966089,2022-03-07
Dortmund,Lithuanian,1.4840634771050746e-05,1.7402026772350857e-05,2.5613920013001112e-06,43.22403999469917,2022-02-28
Dortmund,German,2.8026890435960692e-05,3.172666370185705e-05,3.6997732658963587e-06,-5.57782864074724,2022-03-21
Dortmund,Japanese,1.4572481883567219e-06,1.810821664577187e-06,3.535734762204651e-07,6.927043139773947,2022-03-21
Dortmund,Spanish; Castilian,3.1639407227944974e-06,4.802408034243584e-06,1.6384673114490865e-06,11.182576658513387,2022-03-14
Dortmund,French,4.656905389718233e-06,5.042003726070581e-06,3.8509833635234773e-07,-1.4528736795853425,2022-03-21
Dortmund,Italian,5.463337263410534e-06,5.979415643336662e-06,5.160783799261277e-07,3.9086670186100125,2022-03-14
Dortmund,Chinese,1.963461346104446e-06,3.008234093108722e-06,1.0447727470042759e-06,43.27006734032275,2022-03-14
Dortmund,Persian,4.84654734263044e-06,6.272619474083282e-06,1.426072131452842e-06,16.408836020160187,2022-03-14
Dortmund,Portuguese,3.987008086590519e-06,5.8584728670654e-06,1.871464780474881e-06,9.417228426701985,2022-03-21
Dortmund,Arabic,5.212677946078687e-06,8.150967325295255e-06,2.9382893792165677e-06,30.758851696981605,2022-03-21
Dortmund,Turkish,7.664455110079963e-06,1.236635173286713e-05,4.701896622787167e-06,50.769501104230756,2022-03-21
Dortmund,Indonesian,1.3308363516285902e-06,2.316906528774104e-06,9.860701771455138e-07,-1.4489088353387913,2022-03-14
Dortmund,Dutch; Flemish,1.2282549959993522e-05,1.9581106217604652e-05,7.29855625761113e-06,84.88782039037324,2022-03-21
Dresden,English,5.081223871711699e-06,6.375761570654626e-06,1.2945376989429275e-06,71.65404485570485,2022-02-28
Dresden,Polish,2.955514280967028e-05,4.9713213442949584e-05,2.0158070633279305e-05,28.360955385888364,2022-03-21
Dresden,Russian,1.1400518625746397e-05,1.648611949134592e-05,5.0856008655995224e-06,85.75033810607486,2022-03-14
Dresden,Ukrainian,1.1779500092817526e-05,2.583267641518806e-05,1.4053176322370535e-05,182.0298002355272,2022-03-07
Dresden,Lithuanian,2.8348625091683053e-05,5.624294607405026e-05,2.7894320982367206e-05,561.6327934537734,2022-02-28
Dresden,German,3.8431715956981355e-05,5.051294319203769e-05,1.2081227235056335e-05,8.299335902687922,2022-03-21
Dresden,Japanese,3.206512164434564e-06,3.843201261423446e-06,6.366890969888822e-07,193.28208207712856,2022-02-28
Dresden,Spanish; Castilian,6.225732033848964e-06,7.822346957634092e-06,1.5966149237851277e-06,157.55287685796264,2022-02-28
Dresden,French,8.145631532919376e-06,8.783114770079832e-06,6.374832371604555e-07,252.14166756518398,2022-02-28
Dresden,Italian,1.0693714550969027e-05,1.279006519817188e-05,2.0963506472028527e-06,146.7314311222716,2022-02-28
Dresden,Chinese,5.59744827296711e-06,7.584352498073291e-06,1.9869042251061815e-06,38.59170943964894,2022-02-28
Dresden,Persian,5.554505018915745e-06,6.6286620262688625e-06,1.0741570073531173e-06,145.01290467640072,2022-02-28
Dresden,Portuguese,5.015793771803466e-06,6.899694884142345e-06,1.883901112338879e-06,104.42599181325569,2022-02-28
Dresden,Arabic,4.856032791170761e-06,6.0613189371529855e-06,1.2052861459822247e-06,416.70134221033834,2022-02-28
Dresden,Turkish,9.060822263253325e-06,1.1529388865891195e-05,2.4685666026378693e-06,39.00355304062326,2022-03-14
Dresden,Indonesian,1.257279143328213e-06,2.075719648387235e-06,8.18440505059022e-07,193.86468744743803,2022-03-14
Dresden,Dutch; Flemish,1.895347376945764e-05,2.9342791949011047e-05,1.0389318179553405e-05,419.9849586853854,2022-02-28
Duisburg,English,1.226004868756781e-06,1.5355950309149253e-06,3.095901621581443e-07,9.856895511300646,2022-03-14
Duisburg,Polish,5.458047024768948e-06,7.041035649358859e-06,1.5829886245899112e-06,5.174646490611523,2022-03-07
Duisburg,Russian,2.196546394397689e-06,3.792099760001858e-06,1.5955533656041688e-06,128.39048219023846,2022-03-14
Duisburg,Ukrainian,2.39689398214615e-06,5.811655688376125e-06,3.414761706229975e-06,529.5566402188421,2022-03-07
Duisburg,Lithuanian,6.02909201326181e-06,6.35459099049554e-06,3.2549897723372995e-07,82.85975020249843,2022-03-14
Duisburg,German,2.2618254182792276e-05,2.4515305403599096e-05,1.8970512208068206e-06,-24.11639057605779,2022-03-14
Duisburg,Japanese,6.179696871655143e-07,6.573117428697835e-07,3.934205570426922e-08,20.66374970154399,2022-02-28
Duisburg,Spanish; Castilian,1.1599302051159108e-06,1.4397187729746807e-06,2.7978856785876984e-07,45.00090552533802,2022-03-14
Duisburg,French,2.133292386622323e-06,2.2364803196804724e-06,1.0318793305814953e-07,1.2207422532471313,2022-03-14
Duisburg,Italian,2.4322809702801987e-06,2.894575881408428e-06,4.622949111282294e-07,11.922930536667398,2022-02-28
Duisburg,Chinese,1.2852438176246877e-06,1.5687382046124461e-06,2.8349438698775845e-07,17.587188385877983,2022-02-28
Duisburg,Persian,1.5159230213398044e-06,2.2059515430955494e-06,6.90028521755745e-07,148.30325114391968,2022-03-14
Duisburg,Portuguese,9.324803500414008e-07,1.2690232613673203e-06,3.3654291132591953e-07,19.85713088608707,2022-03-07
Duisburg,Arabic,2.193687205703737e-06,2.596817308759609e-06,4.0313010305587203e-07,1.1831835580626837,2022-03-14
Duisburg,Turkish,5.634693746759064e-06,6.673683347940172e-06,1.038989601181108e-06,40.97927375980019,2022-03-21
Duisburg,Indonesian,2.882757154601731e-07,4.434618437174275e-07,1.5518612825725443e-07,87.11843661498617,2022-03-21
Duisburg,Dutch; Flemish,1.0032999306488217e-05,1.4626062368217269e-05,4.593063061729051e-06,49.60780109835983,2022-03-14
Düsseldorf,English,4.707034321852698e-06,6.428121876720613e-06,1.7210875548679147e-06,39.676529960865594,2022-03-07
Düsseldorf,Polish,1.3741289753214163e-05,2.020460742321657e-05,6.463317670002405e-06,36.007959441288804,2022-03-14
Düsseldorf,Russian,9.692548815324605e-06,1.380690139626259e-05,4.114352580937985e-06,92.81893293546987,2022-03-07
Düsseldorf,Ukrainian,1.14735017344821e-05,2.255291506369275e-05,1.1079413329210651e-05,511.9445431424114,2022-03-14
Düsseldorf,Lithuanian,1.312155559165719e-05,1.9860567809615647e-05,6.7390122179584575e-06,49.87958446771235,2022-03-07
Düsseldorf,German,3.603324332500636e-05,4.0118390820067014e-05,4.085147495060652e-06,2.228118363170095,2022-03-21
Düsseldorf,Japanese,5.094602589098715e-06,6.373062625289833e-06,1.2784600361911177e-06,38.1195933826372,2022-03-21
Düsseldorf,Spanish; Castilian,4.935790303936095e-06,7.873472003286874e-06,2.937681699350779e-06,52.69590850406654,2022-03-14
Düsseldorf,French,7.1903738350903e-06,8.789680139913272e-06,1.5993063048229714e-06,29.18763940658704,2022-03-21
