Weeks,English,Polish,Russian,Ukrainian,Lithuanian,German,Japanese,Spanish; Castilian,French,Italian,Chinese,Persian,Portuguese,Arabic,Turkish,Indonesian,Dutch; Flemish
2020-08-24,-33.20575876347709,-13.283292665138191,-26.48762003754864,-36.29871859168099,-8.694078750651412,8.291391624271593,135.3036077480974,-24.86990162281214,-14.958349116873471,-32.60211072115325,-24.641632239884594,10.368835709163648,-35.48109088078144,-31.918497779292853,-29.11538913663929,14.814441220491892,-24.496209412266502
2020-08-31,-59.12264559692879,-39.58679124545424,-32.89376176045119,-29.590042056564904,-24.908601404386953,-41.723716575577505,-26.78348220332807,-28.66188153949509,9.324034784568202,-79.15036140621679,-29.544832947007137,-5.157373122686448,-55.651358476555046,-22.918178696971925,-46.613375516671816,2.224105312001834,-67.31180881916139
2020-09-07,-24.077573648339467,-16.46321207017064,-29.410749465115536,-36.014083237365,-24.583856566866093,-29.455149485063615,-16.803315523611083,-11.386374044314596,-29.232083483772698,-61.55740822387619,-24.893787763573094,-67.99799885917164,-34.77591331640757,-20.21188568986475,-4.170971202081041,3.2280217069211137,-23.83378389017836
2020-09-14,-29.313503081614012,-29.194499297734346,-32.50611880941856,-30.693112723907213,-26.49404347517368,-41.55260203468738,-14.055904060815639,-10.942088249151706,-8.165374344389287,-44.98803703095474,-43.443903429826655,28.724055128791658,-34.121498485173326,-5.181512779360265,18.92260577897744,3.0748578240817004,-36.033900607741465
2020-09-21,-24.162596850227935,-18.117088846220554,-33.64842135459062,-31.339154759144684,-16.836526994430624,-32.88423033085566,-20.26082939243844,-28.03795981821232,-14.428445321375449,-45.824827142982194,-38.438090371010055,39.38864014541566,-37.105643785588605,-15.741201318978638,32.3500600672193,-0.8580130638539352,-37.42876284317099
2020-09-28,-12.803464385056262,-24.7432617654632,-22.004386156451993,-31.70868698029533,-71.95059717053805,-20.83043771831534,-13.853052671637755,-9.337041667558188,-6.283212933496996,-17.94889158174433,-29.431295121209843,0.164732005614443,-8.589816189785104,-0.48485028830305144,27.911761833452744,-2.8270648354634997,-34.0425767625124
2020-10-05,0.4025251042253597,-17.858708200591224,-25.974422338590088,-23.228452977707427,-34.414631824422436,-27.94255257820877,-14.081616793040485,-16.204389639005225,-23.21679954929262,-11.814046807094735,-30.687740261041952,-0.5542234436651361,-6.695522403744603,-5.285058520853725,-9.949509537798129,10.409161275120681,-31.894930333986792
2020-10-12,0.791274003313247,-10.693884410598887,-18.91753195744328,-24.343317567670976,-65.88548060157666,-16.942354092864786,-16.246689092053103,-30.734464525737504,-4.9442305270942954,-35.59025176994388,-35.4752496299511,-14.051489560685459,-20.82371029128285,-37.94970651925074,8.822300691285733,9.779591049459246,-32.27880589074403
2020-10-19,9.39328367775527,-8.624796203363905,-14.319178765190543,-38.17383771292177,-49.8864309922346,-9.039404098521542,-30.461510356686393,-7.072151909738045,-7.84824507997749,-1.124651654165565,-34.41747211195199,-15.822611768388617,46.73139544766451,3.1406780098785836,36.782232342387644,11.022641232725716,-12.879200196392304
2020-10-26,5.836800659573949,-19.848234533231302,-12.613335481336241,-28.34213279048501,-55.304279202664674,-9.82967210550857,-58.386211849972945,-11.991815606041145,-11.6999311207166,18.319268522442854,-29.417405572541167,-30.53977230001601,23.07208948047199,7.516308387956072,26.36203006341349,31.92663988411768,-2.9098242503126315
2020-11-02,-2.5024172116819843,-13.557468261761784,-29.639613672007425,-27.10231499202591,-32.03464395686893,-9.651803230740995,-26.441424887966647,-5.762604278644479,-4.397764888402655,-18.64078271995766,-37.14570349472853,92.0695959431935,13.293341035329153,-16.519618723995443,27.118286046748707,17.432977763627267,227.439676006309
2020-11-09,-0.31918574934497457,-4.952576092595551,-17.467581913830543,-25.711021610649375,-18.472205176640667,-13.759026009374953,-13.750420605343383,36.83502369325904,24.376791840923474,4.065189859128715,-39.97640596654172,-18.200291912043465,-22.639956500151737,-8.336503585950705,14.484791338862335,39.435722693749106,-24.411982149098264
2020-11-16,12.816410697125535,-2.923115033589696,-15.495063526370833,-17.964365644004022,-50.1418920284733,1.144930334059513,-15.053560300243307,-5.510450710612725,46.65462678042527,24.691785729037452,-13.909325215234825,2.1988904323127167,-10.470518790987626,28.03518188586265,15.771637728557074,12.120422129415687,-10.810670339015582
2020-11-23,11.603780308634025,-18.053013223286996,-12.663864387057643,-25.986685206614425,-53.68389821819303,3.904939105569505,-45.216594719664485,-9.536577919342237,6.257426774495944,13.970437098191656,-22.62250763473913,-6.811054966383856,6.430140500886772,-5.899109683071224,1.8448605056930578,-19.857964093479364,-18.4429779482021
2020-11-30,14.013497511275496,-16.06155803418571,-12.97567017774065,-23.26398755288753,-50.89250729832929,-2.917660311825998,-25.834696105964273,-1.2156603413356781,-14.986403121602777,2.89963964490616,-35.09580018815173,-16.814226040421033,13.989606888869876,-7.145455571561776,32.91560751312088,-32.73004293295371,14.127061756916426
2020-12-07,33.16470972425145,-75.83808849598542,-15.170529259656861,-29.15259720066232,47.41793278318773,4.071584438889508,-19.024033266704066,-1.5904588347912085,28.326595945080758,14.451677349813007,-24.30737259579514,42.929465718265504,6.592620407676986,-11.416902329860667,71.57548208688583,-12.685261748529364,1.5969831048501915
2020-12-14,34.55230107897018,-29.413431158120783,-19.385493246115914,-18.178991938624222,-10.394446543385438,3.1718216303129765,-7.978557571978284,14.229616438738457,-6.916912192655811,33.09668638515832,4.165091853113223,107.68549458889596,8.109524875234374,-16.253155124749917,39.26729889922318,1.661045973250741,128.47390610895465
2020-12-21,28.813738066231288,-21.267269811766443,-16.450590269718546,-27.56769904437224,-4.275332151475397,6.395973593897364,-14.924783315964774,-26.656665071877683,-7.713856119454288,67.78935235657997,-21.084516257831577,-23.014448903116346,-7.340263356246712,-23.083931595310936,4.444210557577066,-2.2723712998380496,49.41228994630704
2020-12-28,112.52644036562648,-49.76330778747642,-10.76884193877703,-16.488721725890432,-32.17202563831145,95.37620018444662,-27.11087661626236,-16.473116077338123,63.043070332968256,34.161867375546166,-1.9390260902798717,21.52359613283292,22.888956502673572,6.918255090574399,9.199489331412769,14.700365583301767,30.635441158022815
2021-01-04,16.231528592834877,-27.752315649331937,-15.90137610752892,-22.459301969199053,-39.82071397047875,6.891624716228351,-28.797655265421508,-13.979657461859762,59.74367064760604,-9.284112959012358,-19.524553516195773,-15.333718224297055,-19.688824326876308,-15.853683589024037,15.605643409664705,-16.39317600408443,-4.6501527122519875
2021-01-11,4.518512580262146,-26.019377829964064,-20.449403688572975,-23.451115919981113,-43.65165626259313,-2.963324411351631,-41.40771079303087,-16.623327797559206,2.138517151586683,11.528498807603826,-17.105701586847445,2.7573052478480076,-29.10632227892792,-34.206874517185796,58.88643789480162,-13.944836816938889,-8.02775668441107
2021-01-18,22.954490521366754,62.87004020968594,86.9486779243616,-1.769507242732049,-40.071531414360976,71.31258706550663,28.38185458000182,9.239486046350498,16.945080809755297,-1.0517045258050528,-11.451458003979775,-6.2080188770407325,-9.051637596066342,-7.760891906541922,46.28560344755313,4.608968670748825,-3.057284309906161
2021-01-25,13.268929449048583,20.054875573449383,26.097570094533395,2.690476151106047,-63.062396167473864,71.71490890570422,-6.442958880994265,6.1217457419793675,-1.3755240282446124,15.266175322146204,-9.741383576616014,17.04539647813965,-15.421180601788443,-29.539556467373796,31.245817967930066,-8.800499864435363,-15.048214164147423
2021-02-01,5.325002609201057,100.43528365524863,5.4649432251990815,104.28008652175009,-42.64912968894261,3.6184278184722807,-19.440004102816,16.50576447738994,-7.015792720381642,5.333709441420376,-29.884487940531535,3.720803697306496,0.9795746039561903,-27.066848111256803,-9.47603852097484,8.133488458302264,-15.091403733451891
2021-02-08,14.536451893163193,70.62025178262765,10.82266107353873,11.242383141326751,-38.08700402299651,-19.388373953535996,-26.220773288976883,19.525002693100223,12.189595000045816,-19.27116531702262,-32.3642901545581,-16.125614650446895,-18.69028997204607,-25.16237249129737,-22.1310298757449,-28.21711759370714,34.73316895842338
2021-02-15,22.722805600065566,6.3130141521060334,-2.0099415815952204,-42.643062684002444,-47.76876830618164,-6.65100220642959,1.2998014478676767,0.38416380364174607,11.354301416964852,-10.968977632199605,-19.667807109885395,-8.297368823707973,8.50656606540834,-31.114466594878387,-32.08801069005456,-22.198434506410525,-12.184801967334524
2021-02-22,13.144506067166994,-15.87410730150639,-9.79299850765527,-26.376556824724517,-31.268904959264056,21.619989036267164,-23.772423885243356,-7.233760651604171,10.068412706834607,19.564785236436233,-48.53673030796701,1.211078292603851,-5.264998859150582,-6.823240351670867,-6.281069050533139,7.921133979929773,-11.33196263308357
2021-03-01,-3.488994030887449,-27.249546763164567,2.668363223648873,-12.224881725019966,-32.01246735365951,-4.018726116705096,7.052916882651372,-9.205239892195005,5.456731402910608,-17.42529728776446,-42.496022499802066,-2.2071990487749105,2.962383528594148,-22.83311651652633,-12.156682972349152,16.326844340412872,-25.14330567100007
2021-03-08,2.389715963809391,-20.01845511665399,-8.258734261907808,-19.826480577057147,-37.18213386161891,-7.8385500482939685,-8.777743225441148,1.67316301583893,-19.979041530589292,-36.68446171746278,-34.95827345729793,-5.746955365244877,8.002558605561694,-14.454967243378292,4.0829244716858115,2.851575818297958,-15.4518780774324
