Weeks,English,Polish,Russian,Ukrainian,Lithuanian,German,Japanese,Spanish; Castilian,French,Italian,Chinese,Persian,Portuguese,Arabic,Turkish,Indonesian,Dutch; Flemish
2020-08-24,4.798280348497075,-26.373973343314983,-16.098272564658757,-50.14597488311566,-68.29655512175397,54.85472074981443,-29.209090058777576,14.172964415104449,-7.469620162956659,-11.433532984593164,-19.680714359262097,-19.04059090091218,-0.02463385764358561,-14.626664878738438,42.35996734203218,28.295417850273875,-49.295866656992175
2020-08-31,13.938758986260824,-34.1341501036432,2.056225414323931,-31.14769584233872,-53.26379745851788,-37.99531534883639,-27.64892470553112,17.673016796515473,-26.155139715302678,-1.2459598793383875,-4.379806037764144,-22.32231629814281,19.423733126500387,2.6847241152311074,-4.7217622983443786,14.153506425915818,-51.79807164102756
2020-09-07,-11.880219126903736,-22.1155066750828,-19.01501002331807,-18.174738889836817,-53.108039186400106,-46.071807395946465,-23.4351670863836,-11.067828178786742,-26.200776028172477,-33.90977733392895,28.784822033889036,7.728596811178012,3.8187911324228274,26.07653302713022,-32.799202476403444,54.72408014555752,-51.348337022616654
2020-09-14,-15.529370967233024,-49.302257794833395,-15.798036464430654,-46.55706783098812,-54.40605451868773,-43.506463751356016,-12.820499610443303,-22.410418849852963,-19.903448252707612,-22.50293095936725,-50.27539976275769,-21.90536871199652,-24.307908812535107,3.5243377370299145,-5.876715785442766,69.74912201853314,-42.36840216544424
2020-09-21,5.765223352830184,-44.10897021729422,-21.300958393074655,-18.900120176790868,-46.424304421235576,-12.347894548861692,-47.41622848311287,-20.95326850120156,39.68208318949551,37.74651313898423,-31.54801445800377,-29.836840561361665,-7.352308940076924,28.992484384294826,39.25940415976985,115.19671198913466,-24.97583774000671
2020-09-28,-8.154225188683196,-45.68065701350781,-25.01170342386875,-24.052307567033505,-78.06775417058027,-29.83143811911403,-24.101695942161115,-30.977828361466443,-12.150556481259223,-10.881878090625808,-25.31308063930382,-9.777798757289402,1.093303607681917,-29.969920165555376,-37.9895451187634,149.12494844375465,-52.11905534033684
2020-10-05,-2.410799118562512,-73.9296288030665,-0.8147590265230154,-24.14789695650137,-55.45487155152702,-44.110567949404086,-9.979261654028072,-15.156966894735902,-18.724315132218795,63.70102911982038,-17.203719476630898,-29.436597565978563,-52.248209290177286,25.865324571577865,-59.61826440365883,284.2486530325572,-36.005508150661136
2020-10-12,6.239313205344765,-49.286962962724445,5.036912940382354,8.445392664103203,-64.91496555696237,-40.87014257425607,-6.1155034039871214,-11.600298218589222,-26.23448592037574,-23.196662477168672,-27.997027340009772,-25.160379182445414,-31.254844810478055,6.018879416206646,-49.40833587073053,141.4305731934691,-48.301433359518775
2020-10-19,-19.76553617049257,-34.04034564198768,46.88698327650624,4.556760063377818,-63.78009675881058,-37.51611628760077,-27.38089472138284,-14.868803010319088,9.453802224841246,6.6892087042006665,-36.13435534307939,25.22063907584078,24.366621400375642,21.61929136073293,-9.563032902663815,27.37305939962049,-49.81900206829756
2020-10-26,-2.0028929637855963,-40.737294485504414,44.196272971136395,16.86881023242548,-27.38664436617523,-25.488841992029275,-17.20737888095879,5.554300347388308,-19.200705830197474,-2.361735183735114,-47.577738604920526,-32.16022629661658,24.6925626212658,-6.633934826818722,-19.554947907623877,127.2663874596264,-30.211939095231788
