,,weekly_pre_median,weekly_post_median,diff_weekly_median,rel_change_max_within1month,rel_change_max_time_within1month
Cardiff,Polish,6.7864802143208075e-06,8.590461251579428e-06,1.80398103725862e-06,26.65145800669009,2022-03-21
Cardiff,Russian,5.153097335775494e-06,5.513137115687568e-06,3.6003977991207357e-07,12.544649266882434,2022-03-21
Cardiff,Ukrainian,4.509328413000833e-06,7.228371680956197e-06,2.7190432679553635e-06,33.83989899125544,2022-03-21
Cardiff,Lithuanian,8.179535347862006e-06,1.085969523066998e-05,2.6801598828079747e-06,38.19863508260448,2022-02-28
Cardiff,German,5.768522724250611e-06,5.949954914736096e-06,1.814321904854843e-07,120.1990301218121,2022-03-21
Cardiff,Japanese,1.853165983899833e-06,2.0800266294889594e-06,2.2686064558912641e-07,52.886955877125665,2022-03-21
Cardiff,Spanish; Castilian,3.7240079367385456e-06,4.686042212490386e-06,9.620342757518406e-07,15.71934363745906,2022-03-14
Cardiff,French,4.436346884901293e-06,4.511010233109951e-06,7.466334820865802e-08,237.31408043265455,2022-03-07
Cardiff,Italian,6.824333371839036e-06,7.134805741159425e-06,3.104723693203892e-07,36.27441326302745,2022-03-14
Cardiff,Chinese,4.223657806409264e-06,4.6631885122799075e-06,4.3953070587064366e-07,18.442748816394072,2022-03-21
Cardiff,Persian,4.7124444669908245e-06,5.8617013660470885e-06,1.149256899056264e-06,99.93599765162327,2022-03-21
Cardiff,Portuguese,4.649699128494502e-06,6.370712660013531e-06,1.721013531519029e-06,65.92287629903038,2022-03-21
Cardiff,Arabic,4.656187569933682e-06,5.797530951692903e-06,1.1413433817592203e-06,60.456401381790045,2022-03-21
Cardiff,Turkish,5.832733121528529e-06,6.784655395853937e-06,9.519222743254075e-07,26.386682265364712,2022-03-21
Cardiff,Indonesian,2.148929305118105e-06,3.0474585200582284e-06,8.985292149401234e-07,202.6915886418894,2022-03-21
Cardiff,Dutch; Flemish,5.647400325149074e-06,9.310203640129123e-06,3.662803314980049e-06,74.58843947363947,2022-03-14
Chișinău,English,3.6005004765243156e-06,4.283360686363631e-06,6.82860209839315e-07,446.519507768227,2022-02-28
Chișinău,Polish,1.1067848222287325e-05,1.6352149452870468e-05,5.284301230583143e-06,541.1959537453232,2022-02-28
Chișinău,Russian,2.0186633453712762e-05,2.6748045692516904e-05,6.561412238804142e-06,152.15612765690324,2022-02-28
Chișinău,Ukrainian,1.8497905858763718e-05,3.6451049573776433e-05,1.7953143715012715e-05,336.49608402127285,2022-03-07
Chișinău,Lithuanian,1.5260349187310106e-05,2.4554693830369212e-05,9.294344643059106e-06,438.3605763926449,2022-03-07
Chișinău,German,8.149989175021288e-06,1.0354893656108393e-05,2.204904481087105e-06,527.5944897067096,2022-02-28
Chișinău,Japanese,8.705953742251925e-07,1.2938961608807733e-06,4.2330078665558077e-07,738.5721260136327,2022-03-14
Chișinău,Spanish; Castilian,3.0334971801489573e-06,3.6172019045697995e-06,5.837047244208422e-07,524.9079033482336,2022-02-28
Chișinău,French,4.383412690850788e-06,4.6011562277779615e-06,2.1774353692717328e-07,671.1790897779808,2022-02-28
Chișinău,Italian,6.338010823949698e-06,7.127431442511481e-06,7.894206185617832e-07,828.152862990253,2022-02-28
Chișinău,Chinese,1.6771306273811094e-06,2.292843945089921e-06,6.157133177088116e-07,976.9479377427915,2022-02-28
Chișinău,Persian,1.5947736959694965e-06,2.243434393723837e-06,6.486606977543403e-07,861.4016615002704,2022-02-28
Chișinău,Portuguese,3.7082363134239453e-06,4.703057390949022e-06,9.948210775250769e-07,840.7249712637803,2022-02-28
Chișinău,Arabic,2.295049750940976e-06,3.2256941950871517e-06,9.306444441461758e-07,888.628763332729,2022-02-28
Chișinău,Turkish,5.443532429235853e-06,5.8756536820919664e-06,4.321212528561132e-07,250.00600629950588,2022-02-28
Chișinău,Indonesian,1.4102872557699787e-06,1.7620380427173915e-06,3.5175078694741287e-07,401.867569232229,2022-02-28
Chișinău,Dutch; Flemish,7.085773124077473e-06,9.52825966099247e-06,2.4424865369149965e-06,461.59281364020694,2022-03-14
City of San Marino,English,8.21043595623782e-07,8.514378617881839e-07,3.039426616440191e-08,67.75226350651415,2022-03-07
City of San Marino,Polish,3.313079655006619e-06,5.902502104639246e-06,2.5894224496326275e-06,76.72734836598218,2022-03-14
City of San Marino,Russian,2.237056748233081e-06,2.3503829297026983e-06,1.1332618146961734e-07,-22.72844940665856,2022-03-14
City of San Marino,Ukrainian,1.6793934153121595e-06,1.933883129653003e-06,2.5448971434084354e-07,-33.85518505451468,2022-03-21
City of San Marino,Lithuanian,6.571235893404697e-06,1.3549796475518719e-05,6.978560582114022e-06,514.0581355752186,2022-03-21
City of San Marino,German,1.952811485833732e-06,2.4538484377973582e-06,5.010369519636264e-07,25.838362342943498,2022-03-21
City of San Marino,Japanese,4.3779740865345403e-07,5.116992017953716e-07,7.39017931419176e-08,193.36964516705214,2022-03-07
City of San Marino,Spanish; Castilian,1.7078083863617207e-06,2.3081289988568623e-06,6.003206124951416e-07,17.04045959554903,2022-03-14
City of San Marino,French,1.1791355911780414e-06,1.4204876378304298e-06,2.413520466523884e-07,30.30956428376288,2022-03-07
City of San Marino,Italian,9.063353542540447e-06,8.374306170387926e-06,-6.89047372152521e-07,-5.095114800760115,2022-03-14
City of San Marino,Chinese,6.188540817396314e-07,8.62978859460168e-07,2.4412477772053663e-07,115.10709730345864,2022-03-07
City of San Marino,Persian,9.223533852213944e-07,1.3128086286782078e-06,3.904552434568133e-07,240.77627921937318,2022-03-07
City of San Marino,Portuguese,2.168066198192356e-06,4.17991035008059e-06,2.011844151888234e-06,27.28032246991443,2022-02-28
City of San Marino,Arabic,2.185627531912894e-06,3.8116204436460263e-06,1.6259929117331324e-06,881.6543948703273,2022-03-14
City of San Marino,Turkish,1.674048976469223e-06,3.182657078156899e-06,1.5086081016876759e-06,108.64393709245692,2022-03-14
City of San Marino,Indonesian,1.3772188717547558e-06,1.7133668097780012e-06,3.3614793802324543e-07,48.02613288295265,2022-03-14
City of San Marino,Dutch; Flemish,2.73912338762395e-06,3.9218905282396765e-06,1.1827671406157266e-06,8.834351879671365,2022-03-14
Copenhagen,English,1.1442063425323041e-05,1.4748925785457332e-05,3.3068623601342906e-06,47.8290700338283,2022-03-21
Copenhagen,Polish,2.4422977787494768e-05,3.5616593984277365e-05,1.1193616196782597e-05,23.21364661777825,2022-03-14
Copenhagen,Russian,1.338299258712331e-05,1.5188713544748323e-05,1.805720957625013e-06,18.95340325546231,2022-03-14
Copenhagen,Ukrainian,1.4347014389022881e-05,1.9954840916294266e-05,5.607826527271384e-06,49.999997610827386,2022-03-07
Copenhagen,Lithuanian,4.370753761897598e-05,7.634943681075233e-05,3.264189919177635e-05,180.75920102503304,2022-03-21
Copenhagen,German,1.885320799328747e-05,2.9842175590072155e-05,1.0988967596784685e-05,33.10471562155109,2022-03-21
Copenhagen,Japanese,5.353164665039738e-06,7.311147571321047e-06,1.957982906281309e-06,31.384758841412165,2022-03-07
Copenhagen,Spanish; Castilian,1.4181649206217385e-05,2.070091201311109e-05,6.519262806893706e-06,226.10916211021993,2022-03-14
Copenhagen,French,1.4253550055959305e-05,1.7954866549674008e-05,3.7013164937147036e-06,54.32075919700288,2022-03-14
Copenhagen,Italian,1.745117058284826e-05,2.6098721631631173e-05,8.647551048782912e-06,37.631062827692396,2022-03-07
Copenhagen,Chinese,8.220909649908996e-06,1.149934704753216e-05,3.2784373976231645e-06,44.69063454051374,2022-03-14
Copenhagen,Persian,1.1325050822898994e-05,1.2591960433200437e-05,1.2669096103014425e-06,43.662360682402415,2022-03-07
Copenhagen,Portuguese,1.5424413209460307e-05,2.3036158094276515e-05,7.611744884816208e-06,127.41480671577304,2022-03-07
Copenhagen,Arabic,7.502091347927625e-06,1.2353792422968333e-05,4.851701075040708e-06,100.85617034660204,2022-03-14
Copenhagen,Turkish,1.29662603689698e-05,2.1958538083513902e-05,8.992277714544101e-06,165.16751186407004,2022-03-14
Copenhagen,Indonesian,5.258018512523023e-06,7.668757543196572e-06,2.4107390306735487e-06,50.50215770965665,2022-03-14
Copenhagen,Dutch; Flemish,2.4682260650894398e-05,3.88244247359474e-05,1.4142164085053004e-05,153.66002606154288,2022-03-07
Dublin,English,1.2637970439179588e-05,1.6067940528681982e-05,3.4299700895023943e-06,36.24585956342703,2022-03-21
Dublin,Polish,2.085857299675687e-05,2.630620466412245e-05,5.44763166736558e-06,38.51813049732365,2022-03-21
Dublin,Russian,1.1257574091196667e-05,1.5210537820560615e-05,3.952963729363948e-06,108.95877795080264,2022-03-07
Dublin,Ukrainian,1.0980965828815962e-05,2.4502247848404496e-05,1.3521282019588534e-05,277.9415363540449,2022-03-14
Dublin,Lithuanian,3.3982154983839294e-05,5.0960347929044855e-05,1.697819294520556e-05,90.85100848899208,2022-03-21
Dublin,German,1.3543561157698633e-05,1.9687976316345335e-05,6.144415158646702e-06,42.51415614269061,2022-03-21
Dublin,Japanese,4.083045154993888e-06,4.6178623841398225e-06,5.348172291459345e-07,59.16724684323131,2022-03-21
Dublin,Spanish; Castilian,1.565421527356096e-05,2.169149506055488e-05,6.03727978699392e-06,117.54558662799784,2022-03-21
Dublin,French,1.1523685146048955e-05,1.3957067329728729e-05,2.433382183679774e-06,56.306394208007895,2022-03-14
Dublin,Italian,1.6253477429293628e-05,2.3839249893134912e-05,7.585772463841284e-06,30.316898763506494,2022-03-07
Dublin,Chinese,7.856723222539333e-06,9.44110469779458e-06,1.584381475255246e-06,43.419040917426656,2022-03-21
Dublin,Persian,8.751460549151763e-06,9.893508439251864e-06,1.1420478901001008e-06,211.7871658740147,2022-03-07
Dublin,Portuguese,1.7774324984505872e-05,2.146355809905322e-05,3.6892331145473474e-06,78.54790677992933,2022-03-21
Dublin,Arabic,9.567785617918977e-06,1.2143390833820962e-05,2.5756052159019846e-06,58.63032474382417,2022-03-07
Dublin,Turkish,1.5785292447415194e-05,1.6348361011627276e-05,5.630685642120823e-07,63.764696596896655,2022-03-21
Dublin,Indonesian,3.8839149354949026e-06,5.425660744975038e-06,1.5417458094801352e-06,81.0778744744972,2022-02-28
Dublin,Dutch; Flemish,1.8264170619779816e-05,2.8793917075538194e-05,1.0529746455758377e-05,140.18108003733252,2022-03-21
Edinburgh,English,1.279449369018693e-05,1.595017976931326e-05,3.155686079126331e-06,12.627402016044043,2022-03-21
Edinburgh,Polish,2.153257761991326e-05,3.386909447137495e-05,1.2336516851461686e-05,73.8012529536684,2022-03-21
Edinburgh,Russian,1.124591264597158e-05,1.2871641953463722e-05,1.6257293074921431e-06,-11.625465427766935,2022-03-21
Edinburgh,Ukrainian,1.3466369617231097e-05,2.2363416055860888e-05,8.897046438629792e-06,-7.230142494750524,2022-03-14
Edinburgh,Lithuanian,2.244941202232968e-05,4.342189127165067e-05,2.097247924932099e-05,95.37120679530094,2022-03-14
Edinburgh,German,1.4265316762334078e-05,2.1446163911655544e-05,7.180847149321466e-06,16.909965411310047,2022-03-21
Edinburgh,Japanese,6.390640553206459e-06,6.595845903211766e-06,2.0520535000530697e-07,25.624992415805202,2022-03-21
Edinburgh,Spanish; Castilian,1.5374659279343536e-05,2.2688973650199274e-05,7.314314370855738e-06,34.25871052734855,2022-03-07
Edinburgh,French,1.1969017550184559e-05,1.4714373087280127e-05,2.745355537095568e-06,40.85476017135332,2022-03-07
Edinburgh,Italian,1.7045873002980765e-05,2.2692343689552545e-05,5.64647068657178e-06,41.188235170437615,2022-02-28
Edinburgh,Chinese,1.1534518627386622e-05,1.4477691459449547e-05,2.943172832062925e-06,42.688941696233606,2022-03-21
Edinburgh,Persian,8.119355569354674e-06,1.1148026352697431e-05,3.0286707833427577e-06,41.91115983556226,2022-03-07
Edinburgh,Portuguese,1.4628969104892964e-05,1.9595842121777515e-05,4.966873016884551e-06,36.57905350455668,2022-02-28
Edinburgh,Arabic,1.0267015775259491e-05,1.4057370995063468e-05,3.790355219803976e-06,39.77201622552498,2022-02-28
Edinburgh,Turkish,2.26013978420339e-05,2.3082176654618258e-05,4.807788125843582e-07,0.08867144544710825,2022-03-21
Edinburgh,Indonesian,6.031533277761682e-06,1.0434687480819948e-05,4.403154203058266e-06,103.03472675235685,2022-03-21
Edinburgh,Dutch; Flemish,2.023563397292692e-05,4.1586526778225923e-05,2.1350892805299004e-05,162.09520165851413,2022-03-14
Gibraltar,English,1.730523709704186e-05,1.8254272863380387e-05,9.49035766338527e-07,-1.5548136112959132,2022-02-28
Gibraltar,Polish,4.2795060390421965e-05,6.168020172630228e-05,1.8885141335880316e-05,18.385449221400197,2022-02-28
Gibraltar,Russian,2.1308265503626896e-05,2.332573926355222e-05,2.017473759925324e-06,4.933952919060625,2022-03-07
Gibraltar,Ukrainian,2.440050479039655e-05,2.780014372961402e-05,3.399638939217472e-06,-22.091098549407384,2022-03-07
Gibraltar,Lithuanian,7.320400190591848e-05,0.00012269827843720165,4.949427653128317e-05,91.3027268522796,2022-03-21
Gibraltar,German,2.5829298512323136e-05,3.249547938184034e-05,6.666180869517206e-06,11.810775340282342,2022-03-07
Gibraltar,Japanese,1.0311686904849268e-05,1.1150559461074662e-05,8.388725562253943e-07,21.357295006807874,2022-02-28
Gibraltar,Spanish; Castilian,2.8382585975470644e-05,2.97609959001403e-05,1.3784099246696543e-06,20.299588290927375,2022-02-28
Gibraltar,French,2.2280088353823796e-05,2.7621095072132962e-05,5.3410067183091655e-06,60.72850557271921,2022-03-21
Gibraltar,Italian,2.3907264544634086e-05,2.7711389673105354e-05,3.8041251284712673e-06,7.746341886412367,2022-03-07
Gibraltar,Chinese,1.9328620934528e-05,2.2000229257454708e-05,2.6716083229267086e-06,28.39471819721102,2022-02-28
Gibraltar,Persian,2.019339386389687e-05,2.241482979671291e-05,2.2214359328160374e-06,23.77059603666598,2022-03-07
Gibraltar,Portuguese,2.58374170993984e-05,3.381708304806464e-05,7.97966594866624e-06,12.026357638742802,2022-03-07
Gibraltar,Arabic,4.953949165599214e-05,4.750936685089078e-05,-2.030124805101359e-06,8.97544682647644,2022-02-28
Gibraltar,Turkish,5.3175673370198846e-05,4.058127778651392e-05,-1.2594395583684924e-05,30.58124283014376,2022-03-07
Gibraltar,Indonesian,1.6629232328596177e-05,1.889111412808276e-05,2.261881799486583e-06,85.09068055703453,2022-02-28
Gibraltar,Dutch; Flemish,4.262555606212603e-05,5.158995745574504e-05,8.96440139361901e-06,16.428955472582118,2022-02-28
Helsinki,English,7.748242787332645e-06,9.249635840469739e-06,1.5013930531370938e-06,55.414059101857504,2022-02-28
Helsinki,Polish,1.659069816873879e-05,2.489332478162444e-05,8.30262661288565e-06,71.40821437026696,2022-03-07
Helsinki,Russian,1.545367028283382e-05,1.870550667730077e-05,3.2518363944669502e-06,25.868390914339678,2022-03-14
Helsinki,Ukrainian,1.1575158686985378e-05,1.6699360998052012e-05,5.124202311066634e-06,68.70262121964095,2022-03-07
Helsinki,Lithuanian,3.7959244974113444e-05,6.390132349038568e-05,2.5942078516272236e-05,171.68893748013144,2022-03-07
Helsinki,German,1.2993147581618971e-05,1.6360986044512225e-05,3.367838462893254e-06,64.57158737724357,2022-02-28
Helsinki,Japanese,4.411094974588417e-06,5.092765783928582e-06,6.816708093401651e-07,164.10260850503332,2022-03-14
Helsinki,Spanish; Castilian,8.128792946400174e-06,1.0012767486218946e-05,1.8839745398187727e-06,60.193314102636684,2022-02-28
Helsinki,French,9.127526638677851e-06,9.767706251615587e-06,6.401796129377353e-07,39.687108981247945,2022-03-21
Helsinki,Italian,9.867907837914006e-06,1.2277344151210098e-05,2.4094363132960923e-06,109.97065383219109,2022-02-28
Helsinki,Chinese,7.334562756968331e-06,9.290099419746813e-06,1.955536662778482e-06,122.90826952811797,2022-02-28
Helsinki,Persian,1.0241588878558532e-05,1.1382445943549974e-05,1.1408570649914424e-06,58.93458243876657,2022-02-28
Helsinki,Portuguese,8.748976380773068e-06,1.161884682194726e-05,2.8698704411741924e-06,73.908103675798,2022-02-28
Helsinki,Arabic,8.448485109998671e-06,8.772452092776344e-06,3.2396698277767246e-07,74.77919953979087,2022-02-28
Helsinki,Turkish,1.280070280599406e-05,1.4005688478531386e-05,1.2049856725373264e-06,39.40955829502142,2022-03-14
Helsinki,Indonesian,4.458447167085117e-06,6.358826123175962e-06,1.900378956090845e-06,118.45183130813295,2022-03-14
Helsinki,Dutch; Flemish,1.4375604070537923e-05,1.9410959157221128e-05,5.035355086683205e-06,101.84398867971352,2022-03-07
Kyiv,English,1.0186590873896185e-05,1.4541466548267825e-05,4.35487567437164e-06,3143.87876795098,2022-02-28
Kyiv,Polish,3.617561711726843e-05,5.586730202410562e-05,1.969168490683719e-05,3908.4554898364795,2022-02-28
Kyiv,Russian,9.530848351372742e-05,0.0001264301974791589,3.112171396543147e-05,305.4549624015602,2022-02-28
Kyiv,Ukrainian,0.000667317768246433,0.0007675084637219481,0.00010019069547551507,103.29723681744744,2022-02-28
Kyiv,Lithuanian,5.744840056471778e-05,0.00014284249047821277,8.5394089913495e-05,4371.531686366492,2022-02-28
Kyiv,German,1.3496637071697448e-05,2.5329529076515493e-05,1.1832892004818045e-05,5241.035104700239,2022-02-28
Kyiv,Japanese,4.582080916974697e-06,1.3659156404686991e-05,9.077075487712294e-06,6220.4485557149865,2022-02-28
Kyiv,Spanish; Castilian,8.733794709792557e-06,1.1243802240000119e-05,2.5100075302075617e-06,4291.513063676412,2022-02-28
Kyiv,French,7.950454105523727e-06,1.2014427834429414e-05,4.0639737289056865e-06,5262.204103953822,2022-02-28
Kyiv,Italian,1.1252116083459465e-05,1.6251078067418257e-05,4.998961983958792e-06,6587.993591271952,2022-02-28
Kyiv,Chinese,8.353489936286e-06,1.2627271779541519e-05,4.2737818432555184e-06,4865.845493564303,2022-02-28
Kyiv,Persian,9.966467614919174e-06,1.1332406276227764e-05,1.3659386613085905e-06,2731.831855850551,2022-02-28
Kyiv,Portuguese,9.323183722977396e-06,1.6712622980574186e-05,7.389439257596791e-06,4859.428542570275,2022-02-28
Kyiv,Arabic,1.119058104502921e-05,1.1442904109008202e-05,2.5232306397899096e-07,2240.774654136661,2022-02-28
Kyiv,Turkish,1.842718737440873e-05,1.7244624127925428e-05,-1.1825632464833011e-06,3668.218651198211,2022-02-28
Kyiv,Indonesian,4.215754401042403e-06,9.717166804622263e-06,5.50141240357986e-06,3299.7782961782823,2022-02-28
Kyiv,Dutch; Flemish,1.3069568110787261e-05,2.481720969504444e-05,1.1747641584257179e-05,5886.9460850078995,2022-02-28
Lisbon,English,7.93608667371629e-06,1.2134060498939103e-05,4.197973825222813e-06,67.59309451948172,2022-03-14
Lisbon,Polish,2.4468951049928542e-05,3.373934560198989e-05,9.270394552061345e-06,62.260420963429674,2022-03-14
Lisbon,Russian,1.2460816663244487e-05,1.5798915537243884e-05,3.338098873999397e-06,88.03836840435555,2022-03-14
Lisbon,Ukrainian,1.2611440826437943e-05,1.8372276969515983e-05,5.76083614307804e-06,140.04430733305514,2022-03-14
Lisbon,Lithuanian,3.0261452900772092e-05,5.4001380080640375e-05,2.3739927179868283e-05,169.47752661420822,2022-03-14
Lisbon,German,1.6945403852028135e-05,2.8061453959171335e-05,1.11160501071432e-05,113.02323981613785,2022-03-21
Lisbon,Japanese,3.5691449901258168e-06,4.087486069418139e-06,5.183410792923223e-07,39.932176108713314,2022-02-28
Lisbon,Spanish; Castilian,1.4855840140169823e-05,2.481561115892225e-05,9.959771018752427e-06,61.38277416848747,2022-03-21
Lisbon,French,1.6629042371124522e-05,2.173557358133631e-05,5.106531210211789e-06,91.68522858368074,2022-03-21
Lisbon,Italian,1.7439437772888923e-05,2.6169368162934146e-05,8.729930390045223e-06,73.06107729312849,2022-03-14
Lisbon,Chinese,7.1528248910323746e-06,1.189818781024613e-05,4.745362919213756e-06,70.77193854141804,2022-03-21
Lisbon,Persian,8.467994795768351e-06,9.644109840105935e-06,1.1761150443375837e-06,186.14485080595261,2022-02-28
Lisbon,Portuguese,9.35161764481644e-05,0.00011884491655063064,2.5328740102466236e-05,47.945732704522825,2022-03-21
Lisbon,Arabic,1.0096637196994018e-05,1.6880165268583874e-05,6.783528071589856e-06,54.85459012987839,2022-03-14
Lisbon,Turkish,1.2942880991816184e-05,1.7681381546836686e-05,4.7385005550205025e-06,78.91378222408207,2022-03-07
Lisbon,Indonesian,4.457991372114948e-06,7.390488868543973e-06,2.9324974964290244e-06,103.31565573060311,2022-03-14
Lisbon,Dutch; Flemish,2.0758085866921483e-05,3.8385990461773016e-05,1.7627904594851532e-05,335.24653047135774,2022-03-14
Ljubljana,English,4.732257403041552e-06,6.943555478304973e-06,2.2112980752634207e-06,70.68630339696224,2022-03-14
Ljubljana,Polish,1.2666581556127438e-05,2.302670517304976e-05,1.0360123616922323e-05,145.90867279268812,2022-03-14
Ljubljana,Russian,6.751102817090613e-06,8.257353631000362e-06,1.5062508139097486e-06,52.72599702625287,2022-03-14
Ljubljana,Ukrainian,5.989277277105253e-06,9.709838563556042e-06,3.7205612864507884e-06,247.75509650183656,2022-03-07
Ljubljana,Lithuanian,1.3404626798434149e-05,2.3593169769806417e-05,1.0188542971372269e-05,82.54564774913685,2022-03-07
Ljubljana,German,1.2572379540457513e-05,2.3702987982819712e-05,1.11306084423622e-05,93.13670358425065,2022-03-07
Ljubljana,Japanese,1.4456660741217535e-06,1.8250737789839487e-06,3.7940770486219517e-07,119.1103825340182,2022-03-14
Ljubljana,Spanish; Castilian,5.1535002428965925e-06,8.046990752031265e-06,2.893490509134673e-06,95.16394180017053,2022-02-28
Ljubljana,French,6.672705290383842e-06,8.280073495938214e-06,1.6073682055543719e-06,124.49431182871065,2022-03-07
Ljubljana,Italian,1.1861222764069454e-05,1.9824702848093475e-05,7.963480084024021e-06,111.6756888163092,2022-02-28
Ljubljana,Chinese,2.9996108488731787e-06,4.3616753616086524e-06,1.3620645127354737e-06,101.09126922525861,2022-03-14
Ljubljana,Persian,2.0256194923901964e-06,2.6753099846894766e-06,6.496904922992802e-07,43.63388066171354,2022-03-14
Ljubljana,Portuguese,4.36649635011971e-06,6.6223442784555555e-06,2.255847928335846e-06,87.2807293120922,2022-03-14
Ljubljana,Arabic,1.9830965901606794e-06,2.9361954015690876e-06,9.530988114084082e-07,210.34949580577828,2022-03-14
Ljubljana,Turkish,6.276700220702788e-06,9.492017726466098e-06,3.2153175057633095e-06,57.98406774157252,2022-02-28
Ljubljana,Indonesian,1.2465832286958926e-06,2.0637141507884277e-06,8.171309220925351e-07,428.93800175445233,2022-02-28
Ljubljana,Dutch; Flemish,1.2935515620084483e-05,2.5785915347588912e-05,1.2850399727504429e-05,211.06482843757593,2022-03-14
London,English,5.786042280398947e-05,6.423792023506334e-05,6.377497431073867e-06,59.83476206389733,2022-03-21
London,Polish,8.255223914864009e-05,9.677390464998379e-05,1.4221665501343701e-05,-7.234821251987855,2022-03-21
London,Russian,6.43866150146287e-05,6.119741657791266e-05,-3.1891984367160466e-06,3.948622903423238,2022-03-21
London,Ukrainian,8.035164244672004e-05,7.96820205555179e-05,-6.696218912021396e-07,4.878072243119247,2022-03-21
London,Lithuanian,0.0001473732756267601,0.00016447125723657256,1.7097981609812466e-05,47.54013960093548,2022-02-28
London,German,4.79403490811631e-05,5.4557303528911626e-05,6.616954447748523e-06,9.713782929759795,2022-03-14
London,Japanese,1.756217501672885e-05,1.7245001831571497e-05,-3.171731851573539e-07,22.29091401127348,2022-03-21
London,Spanish; Castilian,5.967576225868673e-05,6.701900260007581e-05,7.343240341389078e-06,42.08844764045898,2022-03-21
London,French,5.1726619630148446e-05,4.8271570845500636e-05,-3.45504878464781e-06,15.445788520311332,2022-03-21
London,Italian,6.41392276175224e-05,6.556100747560609e-05,1.4217798580836946e-06,11.1512588023438,2022-02-28
London,Chinese,2.853080731644198e-05,3.2840437784959154e-05,4.309630468517175e-06,21.03750930231383,2022-03-14
London,Persian,6.272671496409353e-05,5.820477298090719e-05,-4.521941983186338e-06,40.114472197834,2022-02-28
London,Portuguese,8.547439291378308e-05,9.717830675596496e-05,1.1703913842181878e-05,73.14500207940351,2022-03-21
London,Arabic,6.237203536755187e-05,7.169359422039092e-05,9.321558852839047e-06,28.948114444604258,2022-03-07
London,Turkish,5.9320666007491244e-05,6.177812273539334e-05,2.457456727902101e-06,41.85519940628966,2022-03-21
London,Indonesian,4.525030059943635e-05,4.699024303320151e-05,1.7399424337651606e-06,52.08273084120958,2022-03-07
London,Dutch; Flemish,6.661117975763247e-05,7.81793398393875e-05,1.156816008175503e-05,39.44656096642538,2022-03-14
Luxembourg City,English,3.4454607159044726e-06,4.4431720916339234e-06,9.977113757294509e-07,30.137088394857315,2022-02-28
Luxembourg City,Polish,1.0420095427559553e-05,1.6928144177322077e-05,6.5080487497625235e-06,65.451817526799,2022-03-14
Luxembourg City,Russian,7.455692830765065e-06,9.938364248867554e-06,2.4826714181024895e-06,247.17125403947045,2022-03-14
Luxembourg City,Ukrainian,7.388699711026209e-06,1.3278268526787493e-05,5.889568815761284e-06,84.76489909443934,2022-03-14
Luxembourg City,Lithuanian,2.3571452142880714e-05,3.451489311222571e-05,1.0943440969344996e-05,114.35712344312012,2022-03-14
Luxembourg City,German,1.0201657151530245e-05,1.814413647767382e-05,7.942479326143573e-06,37.93957019348997,2022-03-21
Luxembourg City,Japanese,1.3650709459642676e-06,1.1838078838053872e-06,-1.8126306215888042e-07,102.88736235342229,2022-02-28
Luxembourg City,Spanish; Castilian,6.452281205637366e-06,8.307578891335188e-06,1.8552976856978211e-06,28.117616247996267,2022-03-21
Luxembourg City,French,9.236274554935347e-06,9.603327909101291e-06,3.6705335416594417e-07,4.098210770894495,2022-03-21
Luxembourg City,Italian,6.897380707692387e-06,1.0114051284502354e-05,3.216670576809967e-06,59.07350445742618,2022-03-07
Luxembourg City,Chinese,3.174790321725334e-06,3.2919703553251613e-06,1.1718003359982745e-07,38.15128664489755,2022-03-07
Luxembourg City,Persian,5.7565261869209965e-06,8.935042352720111e-06,3.178516165799115e-06,127.9498914407239,2022-02-28
Luxembourg City,Portuguese,7.297872514407112e-06,1.5631023370433166e-05,8.333150856026054e-06,51.94606102395542,2022-03-14
Luxembourg City,Arabic,8.908143399788829e-06,1.841891378300442e-05,9.51077038321559e-06,197.63691545611016,2022-03-14
Luxembourg City,Turkish,6.971347435893568e-06,1.3280717691389518e-05,6.30937025549595e-06,37.65875173964528,2022-03-07
Luxembourg City,Indonesian,1.9101559998187222e-06,3.653559735218028e-06,1.743403735399306e-06,153.42238413296855,2022-02-28
Luxembourg City,Dutch; Flemish,1.3056800722446512e-05,2.5382149633178673e-05,1.2325348910732161e-05,53.54300305953408,2022-03-21
Madrid,English,1.1488904127447593e-05,1.3504380257440925e-05,2.015476129993332e-06,38.391657447477925,2022-03-21
Madrid,Polish,2.959629337708945e-05,3.98775366405947e-05,1.0281243263505248e-05,27.338560334947548,2022-03-21
Madrid,Russian,1.34021091599869e-05,1.7228230843836388e-05,3.826121683849488e-06,11.661169319265262,2022-03-14
Madrid,Ukrainian,1.815567600899069e-05,2.1366806774134483e-05,3.2111307651437933e-06,62.62538170107397,2022-03-14
Madrid,Lithuanian,3.631374348092651e-05,6.292179166148432e-05,2.660804818055781e-05,167.58857488999146,2022-03-21
Madrid,German,1.876962406712114e-05,2.4342507816399572e-05,5.572883749278432e-06,38.36393647396352,2022-03-21
Madrid,Japanese,4.644544272318951e-06,5.262785854899861e-06,6.182415825809102e-07,31.291069037216058,2022-02-28
Madrid,Spanish; Castilian,9.85765961572631e-05,0.00011869353469827068,2.0116938541007588e-05,42.90197814829004,2022-03-21
Madrid,French,2.4831486163265742e-05,2.5966922057188402e-05,1.1354358939226601e-06,19.60253834082648,2022-03-07
