Weeks,English,Polish,Russian,Ukrainian,Lithuanian,German,Japanese,Spanish; Castilian,French,Italian,Chinese,Persian,Portuguese,Arabic,Turkish,Indonesian,Dutch; Flemish
2020-08-24,-6.779013515049903,-6.40097165785315,-24.83081344360579,-53.63715311258935,-60.98037553446641,-14.864029959218971,-6.568753996494737,61.275712066178926,-29.77043085254534,-7.9997872755436354,13.51792370557623,-21.56821457735154,-33.43233890694221,113.59241855182711,-83.33604195837441,-53.5482107783491,25.35554535602205
2020-08-31,-41.057926252368645,-12.327140230535004,1.7723262205928902,68.04630167293601,131.73367093484885,-75.81642240283904,-59.41393588515456,24.59128341134429,-79.25672319849936,-4.821114869577626,-57.95494589810212,-42.97226345377947,-52.54120264046066,55.14619135326253,-75.41646845097603,-46.96589797499469,-78.29876686523475
2020-09-07,-20.878752167493886,-21.497896777038818,-22.710089427148073,0.018232758471325994,-1.6867412487593159,-24.632069897558427,22.53056328179417,48.855809034999865,-13.659718331493377,7.192189315321107,-0.5259811548184778,-31.924695206553476,8.505056009928037,132.942254855938,-57.88897392024624,95.14592016558281,-9.179330022645981
2020-09-14,-31.87812253255271,-35.0796697131155,-18.45030011142098,-49.52846669466704,-37.1244784088355,-21.1623974914552,-24.367397446482684,17.757931132461625,-21.89714475202562,32.49741673969708,-34.39410698645129,-47.705232661895856,-32.38223332347435,65.58261976028177,-76.67352360657608,-18.925792468760292,27.26069845797101
2020-09-21,-1.648234268258908,-13.6891606363174,-18.5201197824151,-30.48581729439217,-45.20667497626365,13.457885424436666,-32.407466450550274,24.540204980805846,67.5599163832211,9.041790331511734,-44.26514763032032,-32.58195091075137,-15.687156983385975,406.75067803722527,-86.04245323846384,-52.92798581700424,132.5813841751242
2020-09-28,19.642339796106256,5.368415786681835,-36.053308335745236,-52.43229134339465,-68.50285807275,29.334699570745283,-29.6535163315771,21.161262390827808,34.53364272443324,25.648401852950542,-31.9563247112144,-45.15583766882501,-26.304800373575098,253.62517412584063,-71.24628163743873,-57.13118319932819,50.95797830199358
2020-10-05,-41.582088339811406,-26.7552101043411,-66.16046931587626,-54.282373889373694,-7.197649065681311,-14.444486716781102,-18.898062716311593,-20.036296749834403,-68.0087371598533,9.343413000171408,23.469788641350608,-15.566180211322035,-43.945495152168434,55.55054263091226,-81.29410304508572,-70.9169597475358,-80.85073025674909
2020-10-12,3.4064501221550803,40.124815367183686,-47.932858500808294,-32.25236807491966,-89.11154103491936,-11.620961641272897,2.978139865336815,-1.0859445622674158,39.57592369968119,24.045576816841162,23.517020888448272,-33.87888114162,-4.284084261906862,103.60983001333084,-73.62341633678926,-38.39357787476997,17.937954621773123
2020-10-19,1.0097980646201155,4.400426946529246,-44.201213814690675,-4.0898927314975575,-47.703883020742566,29.08451266455401,-29.485178144042735,16.016967202980183,37.99249942575778,26.732389596218418,-24.723693497709576,-27.695452487648396,-8.65936891500586,167.74513767579126,-57.14360166205139,-39.48331095423436,61.58692653663365
2020-10-26,25.513517311124367,1.3961608877099296,-44.17001265309817,-9.156597088240703,-0.9817877720571189,27.772907433180926,-10.643343495389834,31.93908881438332,68.97380639853657,119.72294561504215,-25.049670768861777,-60.727354632471695,12.75251172961287,74.02752421777441,-79.64643260313376,-26.778504013542904,177.63581701098644
2020-11-02,22.860371562957905,-9.739602592070451,-34.68208256876034,-20.02740569492224,-10.674103486170583,0.633430468782703,-29.642174792612764,41.46213954654863,32.16818889178536,128.87091546992647,-49.23792654329896,-16.63486477231444,1783.1965446646925,7.836233312417207,-69.68169476716797,-20.252957949275185,21.934771700312815
2020-11-09,10.295567260880878,52.47573840291615,-50.220241548456826,-9.571455844941323,78.86158100875618,34.03419582952614,-25.408691182471145,28.108855779714204,91.7421140623633,112.04709907307637,-11.92981032406446,117.77939911886249,49.76565322136235,101.81106417729073,-66.41062981386969,-2.113174239240889,39.30719031008345
2020-11-16,13.387499143557946,25.021527678485732,-92.72906921688364,95.18653038825775,-62.4189825252214,38.677648726796775,-22.080683455608487,-4.622805925502293,2.7958190264785188,50.91070892674361,-26.680139497361488,-57.92701201325541,94.88384363532462,63.70530202797744,-53.57394958371153,-42.977840604343875,34.846037239322094
2020-11-23,3.185420013905782,-11.926058058460365,-37.473055183696346,32.78178701535537,-27.475762575804687,-2.9597466434805875,-26.204922121164962,-11.702544444442974,3.4721962808883067,2.245047573177783,-19.36201819093133,-34.68209436943561,2.9263038826885746,46.815562886101006,-69.78904560796931,1.8519822327827118,101.84856881428321
2020-11-30,7.59451022889428,-12.566712274918057,-33.86175565608358,6.251536509111211,-47.50386809606469,4.376752169463827,-44.732225510713505,-5.5035718338857675,59.860211792447245,23.58666602941073,-43.889373928568354,17.636448023646988,5.99139671656328,223.75722127931192,-62.941841219477034,-36.79962215892222,-14.29539635082957
2020-12-07,8.713575935569317,86.29817738842023,-25.063214020814538,5.0411439189320895,1.896239837868019,9.473677365345502,-22.112369933994092,-24.867124990835563,15.659901974430145,-6.195653596862483,-5.384215744743914,44.40768304670508,-62.94669835981479,279.12102718623885,-19.372937027490668,-71.14245179778864,-4.449276377487221
2020-12-14,31.04714066755665,14.332046319713587,-32.03700968487181,-25.252550054898006,-27.029681650447635,57.33840329830295,-17.866942372005155,71.41938351934589,0.25979226434489355,152.06652869017438,-23.174160208718174,4.070973112677545,-26.713736161677424,42.75507939301324,-39.7700018711507,-36.67667857744846,-13.413825077259967
