,,weekly_pre_median,weekly_post_median,diff_weekly_median,rel_change_max_within1month,rel_change_max_time_within1month
Sosnowiec,Japanese,2.36564894162404e-08,3.100080074453964e-08,7.3443113282992395e-09,158.6813870006134,2022-02-28
Sosnowiec,Spanish; Castilian,2.079801361737314e-07,2.3980028279228914e-07,3.1820146618557724e-08,120.64700576043799,2022-03-21
Sosnowiec,French,2.8486036169387114e-07,3.363385254680553e-07,5.1478163774184185e-08,71.02437176263645,2022-03-07
Sosnowiec,Italian,3.7072135243676074e-07,4.1455157788641486e-07,4.383022544965412e-08,76.35511551608694,2022-02-28
Sosnowiec,Chinese,6.30279303861551e-08,9.564847187186054e-08,3.2620541485705435e-08,330.9098626255541,2022-03-14
Sosnowiec,Persian,4.622469723632242e-08,1.2088132339233054e-07,7.465662615600811e-08,595.2491032029752,2022-03-14
Sosnowiec,Portuguese,1.3677999030202514e-07,1.8410283245998451e-07,4.732284215795938e-08,112.4264692256503,2022-02-28
Sosnowiec,Arabic,7.377992852827654e-08,1.0713367120632959e-07,3.335374267805305e-08,inf,2022-03-14
Sosnowiec,Turkish,2.8760997786122196e-07,2.948845804073845e-07,7.274602546162559e-09,462.87280412246145,2022-03-21
Sosnowiec,Indonesian,3.669259145022991e-08,7.435651004862729e-08,3.7663918598397383e-08,inf,2022-03-21
Sosnowiec,Dutch; Flemish,5.20271666277432e-07,7.045941165419443e-07,1.843224502645123e-07,30.35936814031748,2022-03-14
Szczecin,English,2.589437415150937e-06,3.1236113647644665e-06,5.341739496135294e-07,60.6308604767166,2022-03-07
Szczecin,Polish,8.713753482428164e-05,0.00010516064286019206,1.8023108035910418e-05,4.670990206941084,2022-03-14
Szczecin,Russian,9.36361619328617e-06,1.3315025533073987e-05,3.951409339787818e-06,121.36264111197899,2022-03-07
Szczecin,Ukrainian,1.8415485581825758e-05,3.0328427528171182e-05,1.1912941946345424e-05,472.19703522112536,2022-03-07
Szczecin,Lithuanian,1.3501832743969679e-05,2.2786180529680907e-05,9.284347785711228e-06,83.57332374713702,2022-03-21
Szczecin,German,1.5959318847786875e-05,2.088235800796207e-05,4.923039160175194e-06,43.538890677188476,2022-03-07
Szczecin,Japanese,1.0371534940845056e-06,1.3060485695026194e-06,2.688950754181138e-07,278.1509613561155,2022-02-28
Szczecin,Spanish; Castilian,1.631491091832957e-06,2.3257862524466014e-06,6.942951606136445e-07,124.98498469670581,2022-03-07
Szczecin,French,2.8263660277545254e-06,3.0478053289959427e-06,2.2143930124141737e-07,58.64428953063945,2022-02-28
Szczecin,Italian,5.1772538184868605e-06,6.380374713922234e-06,1.2031208954353737e-06,276.6493208305723,2022-03-14
Szczecin,Chinese,1.8692432840794287e-06,2.731897546947772e-06,8.626542628683434e-07,167.09144003086487,2022-03-21
Szczecin,Persian,6.667485532667642e-07,1.3466504066235827e-06,6.799018533568186e-07,379.33366747340403,2022-03-07
Szczecin,Portuguese,1.9453810193157344e-06,2.8608612655620517e-06,9.154802462463173e-07,145.1916428122733,2022-02-28
Szczecin,Arabic,6.634903676648462e-07,9.348066465977875e-07,2.713162789329413e-07,286.7025782239524,2022-02-28
Szczecin,Turkish,1.9101192879290794e-06,2.487744074906868e-06,5.776247869777887e-07,87.62426804082048,2022-03-21
Szczecin,Indonesian,3.7064020559165113e-07,5.683342683842525e-07,1.9769406279260138e-07,102.52130697805609,2022-02-28
Szczecin,Dutch; Flemish,7.94755634187068e-06,1.1433876163931806e-05,3.4863198220611262e-06,98.58770478651235,2022-03-21
Toruń,English,1.138092035005494e-06,1.3594741113958976e-06,2.2138207639040352e-07,27.84748880787602,2022-03-21
Toruń,Polish,7.551067471795386e-05,9.160970213249663e-05,1.6099027414542773e-05,14.135293072578147,2022-03-21
Toruń,Russian,3.5572696077903145e-06,5.052057948898137e-06,1.4947883411078222e-06,108.66916624947423,2022-03-14
Toruń,Ukrainian,7.679781600367428e-06,1.335481031507382e-05,5.675028714706393e-06,266.56641020149726,2022-03-07
Toruń,Lithuanian,1.6862722726967762e-05,4.056514147221673e-05,2.3702418745248967e-05,45.71626267694258,2022-03-07
Toruń,German,7.3714142841943585e-06,8.562596276431419e-06,1.1911819922370604e-06,-8.323889756953696,2022-03-21
Toruń,Japanese,3.788657804033999e-07,3.93362984498892e-07,1.4497204095492112e-08,73.72230401511781,2022-02-28
Toruń,Spanish; Castilian,1.3633032074210294e-06,1.308056767606132e-06,-5.524643981489749e-08,9.815099641139646,2022-03-21
Toruń,French,1.4331398071072348e-06,1.450186054718872e-06,1.7046247611637146e-08,23.154785322219908,2022-03-21
Toruń,Italian,1.90238588750443e-06,2.119520449556104e-06,2.171345620516739e-07,16.976994618528373,2022-03-14
Toruń,Chinese,5.11538490414658e-07,6.658539594344306e-07,1.5431546901977266e-07,12.225975211270669,2022-03-14
Toruń,Persian,6.158058518511114e-08,1.3309987050629406e-07,7.151928532118292e-08,119.03100866329513,2022-03-21
Toruń,Portuguese,8.791447351802133e-07,1.0448870238021804e-06,1.6574228862196712e-07,64.46342384219219,2022-03-21
Toruń,Arabic,3.0392491869201124e-07,4.355951614693537e-07,1.3167024277734246e-07,77.07057122660967,2022-03-14
Toruń,Turkish,1.5597216483313068e-06,1.6709768313389672e-06,1.1125518300766041e-07,51.4707545977388,2022-03-21
Toruń,Indonesian,2.80096110651612e-07,2.5535186507732496e-07,-2.4744245574287056e-08,354.43048892210925,2022-03-21
Toruń,Dutch; Flemish,4.810398156655427e-06,5.51980814340757e-06,7.094099867521432e-07,-16.31795487297969,2022-03-14
Warsaw,English,1.0398851440783436e-05,1.2848049604046107e-05,2.4491981632626713e-06,137.97346682916785,2022-02-28
Warsaw,Polish,0.00034684524247675843,0.00040400526206550984,5.716001958875141e-05,42.05034104881318,2022-02-28
Warsaw,Russian,2.2535560177623634e-05,3.357655705177615e-05,1.1040996874152517e-05,104.49544705810001,2022-03-21
Warsaw,Ukrainian,4.171426051997738e-05,7.811344202434341e-05,3.6399181504366036e-05,271.1633190672927,2022-03-07
Warsaw,Lithuanian,7.416095345191025e-05,0.00016354880429679972,8.938785084488947e-05,126.49685328594123,2022-03-21
Warsaw,German,1.4463699029861551e-05,1.9258582530261717e-05,4.794883500400166e-06,91.65671323728057,2022-03-21
Warsaw,Japanese,4.045471662710367e-06,4.671111638773338e-06,6.256399760629707e-07,406.898551227379,2022-02-28
Warsaw,Spanish; Castilian,1.1927328017637718e-05,1.4887773079667961e-05,2.960445062030243e-06,91.58878851379129,2022-02-28
Warsaw,French,1.0668230690051522e-05,1.1548066722044138e-05,8.798360319926154e-07,105.81463140001705,2022-02-28
Warsaw,Italian,1.2353288601151932e-05,1.6004097512377064e-05,3.6508089112251317e-06,124.6308584114956,2022-03-21
Warsaw,Chinese,6.985066790345506e-06,8.9981601282816e-06,2.0130933379360943e-06,355.31077649018926,2022-02-28
Warsaw,Persian,8.653266683950385e-06,1.1696567672651819e-05,3.043300988701434e-06,415.3905814228254,2022-02-28
Warsaw,Portuguese,1.103600676991305e-05,1.4235672014034055e-05,3.199665244121006e-06,192.53515871381666,2022-02-28
Warsaw,Arabic,8.94581633405353e-06,1.3663080693538905e-05,4.717264359485375e-06,423.13193778414535,2022-02-28
Warsaw,Turkish,1.6630776194329763e-05,1.910517368944513e-05,2.4743974951153687e-06,74.25456242276114,2022-02-28
Warsaw,Indonesian,4.213663669357804e-06,5.930428326572892e-06,1.7167646572150882e-06,315.4365223284562,2022-02-28
Warsaw,Dutch; Flemish,1.4850885586472995e-05,1.927403201619369e-05,4.423146429720696e-06,190.63259821855962,2022-02-28
Wrocław,English,5.3792054848338574e-06,6.7368901600954374e-06,1.35768467526158e-06,57.258577953719225,2022-03-07
Wrocław,Polish,0.0001582095945646646,0.00019415660717769925,3.5947012613034654e-05,1.6969810264649832,2022-03-14
Wrocław,Russian,1.762363351957327e-05,2.2739429521145715e-05,5.115796001572444e-06,102.406304742712,2022-03-07
Wrocław,Ukrainian,4.0569437928833554e-05,6.06505731319427e-05,2.0081135203109145e-05,347.18660412209744,2022-03-07
Wrocław,Lithuanian,2.500036364165297e-05,5.374866844007721e-05,2.874830479842424e-05,207.3963274380729,2022-03-21
Wrocław,German,2.6711653623787577e-05,3.42840309332189e-05,7.572377309431326e-06,41.60558300033414,2022-03-07
Wrocław,Japanese,1.3948302395678889e-06,1.6593240747276767e-06,2.6449383515978784e-07,72.68451335891292,2022-03-07
Wrocław,Spanish; Castilian,5.157604704899589e-06,7.065601348629191e-06,1.907996643729602e-06,64.64654492896096,2022-03-14
Wrocław,French,5.947634745879713e-06,6.64494865431775e-06,6.973139084380373e-07,73.06824893303809,2022-02-28
Wrocław,Italian,8.26688865575827e-06,1.3267241843592007e-05,5.000353187833737e-06,176.34713511403643,2022-02-28
Wrocław,Chinese,2.4367737637760934e-06,4.067589868256373e-06,1.6308161044802796e-06,115.26999598075878,2022-03-21
Wrocław,Persian,1.0030050700568951e-06,1.590211306385856e-06,5.87206236328961e-07,127.61131354859305,2022-03-14
Wrocław,Portuguese,4.392200647160877e-06,6.444492157207427e-06,2.0522915100465493e-06,130.62384158938607,2022-02-28
Wrocław,Arabic,1.2664374737656546e-06,1.7277275415569736e-06,4.6129006779131893e-07,180.85841515665214,2022-02-28
Wrocław,Turkish,5.1392355853655266e-06,6.667390871334693e-06,1.5281552859691661e-06,40.46373773761247,2022-03-21
Wrocław,Indonesian,6.365256393721024e-07,1.0653374757113877e-06,4.2881183633928527e-07,167.31205230712308,2022-03-21
Wrocław,Dutch; Flemish,1.6777514229185396e-05,2.1467947102895347e-05,4.690432873709951e-06,75.44324309406288,2022-02-28
Łódź,English,2.6188599791930424e-06,3.0763768479920012e-06,4.575168687989588e-07,57.8090702797446,2022-03-14
Łódź,Polish,0.00011956656303550079,0.00015367087807472183,3.410431503922104e-05,-0.008798556926659096,2022-03-14
Łódź,Russian,9.904866175620929e-06,1.2015099848871375e-05,2.110233673250446e-06,122.28793888487984,2022-03-07
Łódź,Ukrainian,2.1252755162746587e-05,3.189621606100494e-05,1.064346089825835e-05,405.9495717732601,2022-03-07
Łódź,Lithuanian,1.2323395834956281e-05,3.2326898863344645e-05,2.0003503028388364e-05,230.53368541728267,2022-03-21
Łódź,German,8.853647621162465e-06,9.688041771820768e-06,8.343941506583032e-07,63.591487914013236,2022-02-28
Łódź,Japanese,6.628588143109764e-07,8.123312460089333e-07,1.494724316979569e-07,153.43784537222254,2022-02-28
Łódź,Spanish; Castilian,1.72870741745513e-06,2.134644276566049e-06,4.0593685911091916e-07,75.42047837323163,2022-03-07
Łódź,French,3.018408551200373e-06,3.148381422891538e-06,1.299728716911653e-07,83.30227773530497,2022-03-14
Łódź,Italian,3.1311218022185066e-06,3.7967630657237638e-06,6.656412635052572e-07,112.0318529715874,2022-02-28
Łódź,Chinese,9.417216379317363e-07,1.3197622715321252e-06,3.7804063360038895e-07,142.01239735967172,2022-03-14
Łódź,Persian,6.797257850238057e-07,9.494245985374297e-07,2.69698813513624e-07,75.61456848481458,2022-02-28
Łódź,Portuguese,1.7873471384841955e-06,2.328331980104324e-06,5.409848416201287e-07,95.56389376999097,2022-02-28
Łódź,Arabic,6.626631805645879e-07,9.855034884121252e-07,3.2284030784753735e-07,180.36173777546534,2022-03-14
Łódź,Turkish,2.227430220608116e-06,2.9651158461752645e-06,7.376856255671487e-07,73.00179411414219,2022-02-28
Łódź,Indonesian,2.1089277194970917e-07,3.7864320461399574e-07,1.6775043266428658e-07,746.4881656392231,2022-03-21
Łódź,Dutch; Flemish,5.491578298573917e-06,6.949698061060573e-06,1.458119762486656e-06,109.01776809711241,2022-03-14
