Weeks,English,Polish,Russian,Ukrainian,Lithuanian,German,Japanese,Spanish; Castilian,French,Italian,Chinese,Persian,Portuguese,Arabic,Turkish,Indonesian,Dutch; Flemish
2020-08-24,2.0516400646612087,24.663114856465885,7.819502868785655,2.0271368113970123,-30.376748502675376,11.04202656294011,-10.662932192153962,13.865772582597447,17.788668782521455,55.00536652617127,0.08517261904097406,28.840013526529273,32.6100299304986,-23.429132971986512,-55.113917732995056,-63.53568061099843,35.55958170801401
2020-08-31,3.2725213169987333,25.539137371244912,13.566588464375663,44.51643992536805,47.698383672760826,18.56960969700627,-17.403799345226833,-2.287465936637567,-20.6706408082164,44.772363405281254,-26.318618224533353,3.910377103086482,42.30188847208814,-20.074833783902367,-43.60248644635678,33.567368062976314,25.620557965314305
2020-09-07,-3.0113827576222607,2.1857772705970113,2.923370894488597,13.424932043117476,11.2598607267127,22.944405863818695,9.292792979798993,-14.673356772206237,1.353685288117079,-12.214647017669622,-18.25392918804649,65.05560011426918,24.845381741521134,-5.475150109091354,-69.20914222125532,-28.681869307907082,35.205265634522085
2020-09-14,-6.815649115038602,-1.6356314840534236,6.724300313225529,21.034041549916772,19.684106888444685,20.04057494545901,8.385622233873246,-19.6208381012549,-7.956410230499566,18.544964035364874,12.691077711576316,10.511270690570939,13.808704542289973,0.5323048544567888,-75.93700423948269,-21.161510818678376,26.028127536179426
2020-09-21,0.9406673524921416,5.393420295246032,3.3995105037546214,5.458500971522806,-41.70922869815282,19.716580405295268,-0.2957775804886542,-28.720173920002424,10.070440667492342,14.473522967891483,-15.99164977206069,-1.8000405422708865,43.64945000262148,-25.297960392788344,-75.8915101391648,-57.06461736641902,20.114479387030926
2020-09-28,-10.185371862519165,0.5055881774893578,-6.435467666906147,-12.735233499614296,-32.506124441607156,9.395750546769555,-2.196341794329415,-25.106899081873202,-1.3815959898756391,21.026508776936748,6.8177696200142135,-23.37947909615259,12.744657308317242,-56.89140734465943,-59.565083552648204,-30.11795617424734,5.542654321309071
2020-10-05,-10.235829655603245,-10.430530135335559,-9.480461572393196,3.7006225357042233,-40.06514835491918,0.7027972185930764,3.9485880945824947,-8.898861262784518,-7.01152200457763,-24.281496846957673,7.65838796298981,-3.9637097369594754,-20.54734619063322,-24.191459683325522,-73.20602950457993,16.860943559901575,-12.174898619255625
2020-10-12,22.082480372513903,2.937358725739303,-13.59840470018765,-4.617715859895288,-39.41712075824317,14.28991149124057,-8.812912454367705,3.557653036930164,-7.436410206553767,-19.194062843239667,-17.415945336211912,33.16058658979306,7.010997205216429,-28.061829064490816,-49.591417888086156,-17.22380347652489,4.207753008102588
2020-10-19,-17.325198481423996,-8.960029701234296,-31.06092428699565,-16.84640946179099,-24.26747504114941,-37.511612308985235,-8.661504738818671,-31.963143570735784,-8.055660165787193,-56.11376100288062,-34.663996693865805,12.883630299895854,-43.89923374512171,-66.373025929193,-56.22525026909535,-13.506807637419872,-37.895902943803875
2020-10-26,-1.8393861429387148,-28.26394059645012,-33.32024726973886,-17.864363961593497,-53.56122604813531,-33.143476385980485,21.91690375799089,-40.34991068878936,-11.41179082018473,-87.53679479107363,-31.217831834773634,-1.8183865811792543,-85.43572143264329,-56.34761098216361,-63.156273832524526,-5.493185412828638,-9.489251436210678
