Weeks,English,Polish,Russian,Ukrainian,Lithuanian,German,Japanese,Spanish; Castilian,French,Italian,Chinese,Persian,Portuguese,Arabic,Turkish,Indonesian,Dutch; Flemish
2020-08-24,-12.390978776811167,22.67055124707904,-5.464242474070147,-11.849587168015285,-57.728740162338624,-6.36948639318633,0.5659956983184111,-0.32031911746954744,19.47434520387763,18.0794337692336,-43.98786659264331,inf,9.873082953778756,-57.21951558758761,-48.65032188654633,-58.21796736676903,24.356575784240174
2020-08-31,0.08466783432414804,9.114545736854684,-6.6994838105177035,-6.107463192264328,-74.16209940796111,20.368659944735224,81.39834550698288,80.69317587805781,24.08367797027133,-8.222192940759431,-28.73848684585528,151.7828368267095,99.483406483778,-32.32143183314313,-63.25229886097454,-47.527105403830724,39.21816546847665
2020-09-07,-20.12358880344224,-13.8611647097594,-16.56714248661394,11.905645668289644,-39.919675207575146,12.616485216741147,-4.1455773988445905,9.248459881753512,-35.0375275269202,-15.47454589306927,-45.68983498687299,-77.78097690769454,-16.368196032214943,-35.5512387107441,-80.94977391630187,-75.30108027979466,60.31313100518747
2020-09-14,-10.323149680273879,-0.8894269615539074,-19.851765918220167,-15.30380113497225,-74.81729755392637,16.629123752375506,-18.618868787422493,-24.96339828451195,4.01688191903693,-6.09531490488282,-8.521360445896875,-37.00857570637456,-40.10532787904305,-32.97846343036214,-80.92492576506898,-69.25298921928457,-21.367373310521977
2020-09-21,0.12321134295671943,-8.898413186284804,-12.340183594949849,-18.831565755976655,-68.4750732740147,28.568575922146657,120.37914829680587,21.00798709816061,2.1169747112859794,19.477096299586805,-57.16673382700543,-58.26501723046513,136.41776926955959,-31.49019295282176,-82.56439572564598,-69.33186954744215,91.27781909529824
2020-09-28,-53.998532485748626,-0.9272786637405939,-5.941249780926694,-10.622629709622277,-52.029146297340624,7.29353724113202,29.164613825967134,-20.605185223262378,-20.07512592022257,-16.079851815504853,-25.041854147887964,-46.231213400808834,-10.021090802016053,-44.73257351879415,-79.55015719904047,-71.24853054026177,-7.441823522865265
2020-10-05,-25.553916511108156,-43.33762105685022,-20.789271337379255,17.01773963915061,-59.31951739865482,8.711815173435088,4.596538558347518,-21.35896138468073,-19.98977812242584,-14.48242030757897,-22.622818266991416,51.6362477837482,32.21185885450557,-42.3195888894868,-61.88788679530766,-60.67179784041774,-12.053836449432541
2020-10-12,-24.27076837345186,-18.17088658859457,-24.22812020570828,-11.619567301737789,-78.32983166753559,5.469910470309958,-34.96117482189254,-6.9381902515471054,-8.181516295019032,-13.18773588704547,-49.417266518429805,inf,-13.57731577820972,-84.46135507793001,-78.67329218342107,41.1440274054127,-24.017646203734856
2020-10-19,-28.99925794681194,-23.03404107520698,-25.31547079812444,-10.115421435659488,-65.11385614168522,-1.95069304836879,9.688051067945924,27.775443608687624,-30.461574433864016,-21.537496912153784,-56.62546707976412,-89.02520260973235,14.057283047449776,-57.282480307180585,-79.43913270215084,-67.0502124333028,-20.95374809244469
2020-10-26,-29.48431030763976,-26.98961169872456,-26.01424636520551,-30.6977405629822,-90.38940881317025,1.9602313133086469,29.6098771089752,31.94828237514036,3.0491102667810077,-26.431595041567803,-35.38006805291896,26.233502967055223,57.01724459533044,-42.62828871941503,-59.72362853741811,-75.99826931119456,16.40773461636296
